section,arm,week,call,celltype,module,n,n_senders,design,lam_near,beta_near,rss_near,aic_near,railed_near,lam_sup,beta_sup,rss_sup,aic_sup,railed_sup,aic0,rss0,d_aic,d_aic_near_vs_cov,d_aic_sup_vs_cov,boot_win_sup,d_aic_per1k,d_aic_per1k_lo,d_aic_per1k_hi,r_regressors,sd_y,beta_sup_sd,beta_near_sd
7435_liver_sham_Male_10-U1,sham,10,senepy_p95,Macrophages,downstream_arrest,11616,5975,ctrl,49.99999999999999,-0.0003864511802127712,4.80583409386176,-90438.2191332359,1.0,6.999999999999999,-0.0006666616644557398,4.805849753080912,-90438.18128399065,1.0,-90442.08166840044,4.8058909668905185,0.037849245258257724,3.8625351645314367,3.9003844097896945,0.56,0.0032583716647949144,-0.3845230399845415,0.2805589125997477,0.7560624621443266,0.02071297176697011,-0.002997130860581948,-0.018657447349509124
7435_liver_sham_Male_10-U1,sham,10,senepy_p95,Macrophages,downstream_arrest,11616,5975,ctrl+N2,6.999999999999999,-0.0005343395523995339,4.805505257606623,-90437.01397811683,,49.99999999999999,-4.41470996739946e-05,4.804839703054823,-90438.62288637512,,,,-1.6089082582819036,,,,,,,,0.02071297176697011,,
7435_liver_sham_Male_10-U1,sham,10,senepy_p95,Macrophages,emt_ecm,11616,5975,naive,49.99999999999999,-0.00871869811265702,9.170995365615221,-82977.78325206494,1.0,49.99999999999999,-0.0021460332866597583,9.109883828334437,-83055.44628499028,1.0,-82940.51429882144,9.203635732093426,-77.66303292533848,-37.26895324350335,-114.93198616884183,1.0,-6.685867159550489,-9.78651764461883,-3.2185400557327193,0.6144707392365778,0.028148250616141134,-0.10092769082657695,-0.30974209485500637
7435_liver_sham_Male_10-U1,sham,10,senepy_p95,Macrophages,emt_ecm,11616,5975,ctrl,49.99999999999999,-0.002784843776845907,8.050114560549554,-84446.03924812369,1.0,49.99999999999999,-0.001314472732927299,8.027966288521643,-84478.04238245651,1.0,-84445.78174215552,8.053065636006925,-32.003134332815534,-0.2575059681694256,-32.26064030098496,1.0,-2.7550907655660755,-4.451450007222575,-0.9839648645091151,0.6144707392365778,0.028148250616141134,-0.061819496656244394,-0.09893487928340566
7435_liver_sham_Male_10-U1,sham,10,senepy_p95,Macrophages,emt_ecm,11616,5975,ctrl+N2,49.99999999999999,-0.0028201977776282517,8.046504021404182,-84449.25028337342,,49.99999999999999,-0.0011926325945529584,8.023754122421048,-84482.13874113894,,,,-32.88845776552948,,,,,,,,0.028148250616141134,,
7435_liver_sham_Male_10-U1,sham,10,senepy_p95,Macrophages,il6_jak_stat3,11616,5975,naive,36.94920399670096,0.012823631481145672,27.292314931677918,-70309.84605177742,0.0,42.98209161773131,0.002704291427970224,27.272363067538006,-70318.34095627155,0.0,-70280.5152169091,27.37073969049895,-8.494904494131333,-29.33083486832038,-37.82573936245171,0.905,-0.7313106485994605,-2.953277504097047,0.29957929632273633,0.6527555853552545,0.04854169816723485,0.05995186363500549,0.26417764448004655
7435_liver_sham_Male_10-U1,sham,10,senepy_p95,Macrophages,il6_jak_stat3,11616,5975,ctrl,49.99999999999999,0.0018251501135364092,20.64549649722036,-73505.9639978869,1.0,49.99999999999999,-0.000794711352689399,20.63745371000211,-73510.49008030302,1.0,-73509.2527769033,20.646760612221538,-4.526082416123245,3.288779016409535,-1.23730339971371,0.825,-0.38964208127782757,-2.009711115095483,0.25182258945434993,0.6144707392365778,0.04854169816723485,-0.02167303556713463,0.03759963459067378
7435_liver_sham_Male_10-U1,sham,10,senepy_p95,Macrophages,il6_jak_stat3,11616,5975,ctrl+N2,49.99999999999999,0.0018203447539968758,20.64538749939323,-73504.0253246805,,49.99999999999999,-0.0004978185734653511,20.614296593311824,-73521.53161641977,,,,-17.50629173928186,,,,,,,,0.04854169816723485,,
7435_liver_sham_Male_10-U1,sham,10,senepy_p95,Macrophages,interferon_response,11616,5975,naive,6.999999999999999,0.03628859310785141,20.88824812364629,-73416.17874532023,1.0,35.13265199376635,0.003473515355518643,20.879823309835974,-73420.86474757933,0.0,-73372.3404606758,20.974449777731937,-4.686002259099041,-43.83828464442922,-48.524286903528264,0.825,-0.40340928539075765,-4.867254145415574,0.5986095408789638,0.5500989887555686,0.04249296021923134,0.06716778494006581,0.8539907062199454
7435_liver_sham_Male_10-U1,sham,10,senepy_p95,Macrophages,interferon_response,11616,5975,ctrl,49.99999999999999,-0.0028469795830986253,15.32781637680912,-76965.53365972958,1.0,49.99999999999999,-0.0016239766669186209,15.292229119896422,-76992.53438789431,1.0,-76967.20924850895,15.330883845239214,-27.000728164726752,1.6755887793697184,-25.325139385357033,0.995,-2.324442851646587,-6.0142464610112425,-0.5376002507206123,0.6144707392365778,0.04249296021923134,-0.05059272717142983,-0.06699885271215228
7435_liver_sham_Male_10-U1,sham,10,senepy_p95,Macrophages,interferon_response,11616,5975,ctrl+N2,49.99999999999999,-0.0029138947915356163,15.313655847925006,-76974.27000516503,,49.99999999999999,-0.0011380859933446332,15.231004509115424,-77037.13403990152,,,,-62.86403473649606,,,,,,,,0.04249296021923134,,
7435_liver_sham_Male_10-U1,sham,10,senepy_p95,Macrophages,oxidative_stress,11616,5975,naive,49.99999999999999,0.0194587786469477,67.98126210144187,-59708.77138147512,1.0,36.94920399670096,0.006174320608261346,67.8022055980466,-59739.40723993864,0.0,-59685.02339573801,68.14384800957251,-30.63585846352362,-23.74798573710723,-54.38384420063085,1.0,-2.6373845096008623,-6.308878313367171,-0.5930478620505422,0.7001266718781065,0.07659228485949246,0.0708064078505669,0.25405664137570144
7435_liver_sham_Male_10-U1,sham,10,senepy_p95,Macrophages,oxidative_stress,11616,5975,ctrl,12.818224546846722,0.006704646061264106,57.580717554788485,-61591.54270080116,0.0,49.99999999999999,0.0014060158577674084,57.56163102651096,-61595.393744613175,1.0,-61593.553588859315,57.59057846214495,-3.8510438120138133,2.010888058153796,-1.8401557538600173,0.87,-0.33152925378906795,-1.2653938932518953,0.2133829767639538,0.5309602120579641,0.07659228485949246,0.024301354770348373,0.08753683316114871
