held_out,lam,beta,n_test,ll,ll_per_cell,rss_tr_per_cell,rss_te_per_cell,ll0,ll0_per_cell,dll_vs_cov,celltype,module,family,design
7352_liver_sham_Male_2-U1,21.2211739115045,0.02325319650220668,3903,-5536.539622858309,-1.4185343640426105,0.9994592888524297,0.9991919433708925,-5538.117095211306,-1.4189385332337447,1.5774723529975745,Biliary/ductular,emt_ecm,gaussian,naive
7435_liver_sham_Male_10-U1,23.47241150476913,0.021383598995162977,4215,-5975.597977828109,-1.4176982153803344,0.9995427416940141,0.9975203279095936,-5980.825917581064,-1.4189385332339415,5.227939752954626,Biliary/ductular,emt_ecm,gaussian,naive
7259_liver_sbr_Male_26-U1,8.563960425689007,-0.013009109105091085,31135,-43101.834748240704,-1.384353131467503,0.8697526799862493,0.9309890560333759,-43100.6059396935,-1.3843136643550185,-1.2288085472027888,Biliary/ductular,emt_ecm,powerlaw,ctrl
7260_liver_sbr_Male_26-U1,6.999999999999999,-0.010035809310978862,27611,-38058.82446906448,-1.3783935557953164,0.8785150266480058,0.9210813464861795,-38060.60122516588,-1.378457905369812,1.7767561014043167,Biliary/ductular,emt_ecm,powerlaw,ctrl
7001_liver_sham_Male_52-U1,35.13265199376635,-0.008983012616453392,21822,-29151.710024859232,-1.3358862627100738,0.9012945506197722,0.8452290100959791,-29153.029382926925,-1.335946722707677,1.3193580676925194,Biliary/ductular,emt_ecm,powerlaw,ctrl
7248_liver_sham_Male_26-U1,6.999999999999999,-0.008763659000615964,7950,-10768.420869427278,-1.3545183483556325,0.8889420913744717,0.8790562774873093,-10769.997676870687,-1.3547166889145519,1.5768074434090522,Biliary/ductular,emt_ecm,powerlaw,ctrl
7352_liver_sham_Male_2-U1,6.999999999999999,-0.010669932857734,3903,-5236.326715101397,-1.34161586346436,0.8891558555864002,0.8561021352689183,-5235.841483285707,-1.3414915406829893,-0.4852318156899855,Biliary/ductular,emt_ecm,powerlaw,ctrl
7435_liver_sham_Male_10-U1,20.177866835741543,-0.01065226625613969,4215,-5618.633347029727,-1.3330090977531974,0.8899575637445682,0.8407475631315412,-5618.284357063878,-1.3329263006082748,-0.34898996584888664,Biliary/ductular,emt_ecm,powerlaw,ctrl
7259_liver_sbr_Male_26-U1,49.99999999999999,0.023175016612533017,31135,-44170.75562006193,-1.4186849404227375,0.9994629186050088,0.9994929429088307,-44178.65123314173,-1.4189385332629432,7.895613079803297,Biliary/ductular,emt_ecm,powerlaw,naive
7260_liver_sbr_Male_26-U1,40.868941774896264,0.023544780052875396,27611,-39172.88402045909,-1.4187419514128097,0.9994456433322618,0.9996069067499842,-39178.31184176303,-1.4189385332571451,5.427821303943347,Biliary/ductular,emt_ecm,powerlaw,naive
7001_liver_sham_Male_52-U1,49.99999999999999,0.024674340372000184,21822,-30961.412961929986,-1.4188164678732464,0.9993911769272066,0.9997558464186675,-30964.07667256707,-1.4189385332493387,2.663710637083568,Biliary/ductular,emt_ecm,powerlaw,naive
7248_liver_sham_Male_26-U1,45.204502969779604,0.02422204622662501,7950,-11281.144288647367,-1.419011860207216,0.9994132924765953,1.000146420043393,-11280.561339229844,-1.4189385332364584,-0.5829494175231957,Biliary/ductular,emt_ecm,powerlaw,naive
7352_liver_sham_Male_2-U1,49.99999999999999,0.022560280559281692,3903,-5536.152198239409,-1.4184351007531153,0.9994910337410865,0.9989935013931646,-5538.117095211306,-1.4189385332337447,1.9648969718973603,Biliary/ductular,emt_ecm,powerlaw,naive
7435_liver_sham_Male_10-U1,49.99999999999999,0.020928783121664934,4215,-5975.780081759749,-1.4177414191600828,0.9995619860370463,0.9976066606772532,-5980.825917581064,-1.4189385332339415,5.04583582131454,Biliary/ductular,emt_ecm,powerlaw,naive
