section,arm,call,response,celltype,bin_lo,bin_hi,bin_mid,n,mean_raw,sem_raw,mean_resid,sem_resid
7259_liver_sbr_Male_26-U1,sbr,tierA_p95,neg_probe_rate,Hepatocytes,50.0,55.0,52.5,1006,-0.01574541854756078,0.004906516020280348,-0.011593712934278383,0.004918652431709965
7259_liver_sbr_Male_26-U1,sbr,tierA_p95,neg_probe_rate,Hepatocytes,55.0,60.0,57.5,731,-0.011159738318653472,0.006959716661230585,-0.0063764914079811694,0.006961740482820991
7259_liver_sbr_Male_26-U1,sbr,tierA_p95,neg_probe_rate,Hepatocytes,60.0,65.0,62.5,432,-0.02652308115032032,3.3423475852215613e-19,-0.02368528308337411,0.0005374832921314303
7259_liver_sbr_Male_26-U1,sbr,tierA_p95,neg_probe_rate,Hepatocytes,65.0,70.0,67.5,321,-0.014458251641294448,0.012064829509025873,-0.011823996749912176,0.012025944670729916
7259_liver_sbr_Male_26-U1,sbr,tierA_p95,neg_probe_rate,Hepatocytes,70.0,75.0,72.5,192,0.019362403373793604,0.03058066019087266,0.020766929913500407,0.030513105740639944
7259_liver_sbr_Male_26-U1,sbr,tierA_p95,neg_probe_rate,Hepatocytes,75.0,80.0,77.5,122,0.005604811425550952,0.01964047392073259,0.005113922796119712,0.01972634779625161
7259_liver_sbr_Male_26-U1,sbr,tierA_p95,neg_probe_rate,Hepatocytes,80.0,85.0,82.5,87,-0.02652308115032032,7.482401726227495e-19,-0.025701456876139228,0.0013587397779448826
7259_liver_sbr_Male_26-U1,sbr,cdkn1a_pos,neg_control_probe,Hepatocytes,5.0,10.0,7.5,826,-0.008637046488573335,0.03108690853626991,3.96415563715766e-05,0.031058157162638746
7259_liver_sbr_Male_26-U1,sbr,cdkn1a_pos,neg_control_probe,Hepatocytes,10.0,15.0,12.5,3017,0.019635075142750875,0.02082225859485166,-0.018447193244460203,0.020791277841256298
7259_liver_sbr_Male_26-U1,sbr,cdkn1a_pos,neg_control_probe,Hepatocytes,15.0,20.0,17.5,4070,0.07682498877292228,0.02633377539903838,0.020862334545069066,0.02631457504391148
7259_liver_sbr_Male_26-U1,sbr,cdkn1a_pos,neg_control_probe,Hepatocytes,20.0,25.0,22.5,3877,0.055152709656080864,0.02336941143121888,-0.0010157584826629516,0.023321654820095964
7259_liver_sbr_Male_26-U1,sbr,cdkn1a_pos,neg_control_probe,Hepatocytes,25.0,30.0,27.5,3497,0.035692794052423635,0.021371681420539138,-0.018078958845433372,0.02135281281471404
7259_liver_sbr_Male_26-U1,sbr,cdkn1a_pos,neg_control_probe,Hepatocytes,30.0,35.0,32.5,3024,0.03148364196160123,0.02243119230028005,-0.020043922178030502,0.022361914037789577
7259_liver_sbr_Male_26-U1,sbr,cdkn1a_pos,neg_control_probe,Hepatocytes,35.0,40.0,37.5,2448,0.04385288974446336,0.02669308160105064,-0.007406607406074742,0.026662379705051524
7259_liver_sbr_Male_26-U1,sbr,cdkn1a_pos,neg_control_probe,Hepatocytes,40.0,45.0,42.5,1943,0.06892878630477932,0.03611833788031012,0.02118159798276509,0.03606316707172611
7259_liver_sbr_Male_26-U1,sbr,cdkn1a_pos,neg_control_probe,Hepatocytes,45.0,50.0,47.5,1476,0.07046185692613262,0.03880525760767672,0.01983834024587337,0.038569464977009874
7259_liver_sbr_Male_26-U1,sbr,cdkn1a_pos,neg_control_probe,Hepatocytes,50.0,55.0,52.5,1000,0.2017240730466892,0.07226145795909511,0.15771040759258903,0.07207036653131493
7259_liver_sbr_Male_26-U1,sbr,cdkn1a_pos,neg_control_probe,Hepatocytes,55.0,60.0,57.5,705,-0.001086956030037408,0.036418593327367035,-0.04710543528369381,0.0363782974482355
7259_liver_sbr_Male_26-U1,sbr,cdkn1a_pos,neg_control_probe,Hepatocytes,60.0,65.0,62.5,489,-0.05262724296186119,3.141089681500624e-19,-0.09329994123657372,0.0038990880840986796
7259_liver_sbr_Male_26-U1,sbr,cdkn1a_pos,neg_control_probe,Hepatocytes,65.0,70.0,67.5,295,0.008959032100741797,0.061586275062603016,-0.026243016144918793,0.06148550207556965
7259_liver_sbr_Male_26-U1,sbr,cdkn1a_pos,neg_control_probe,Hepatocytes,70.0,75.0,72.5,201,0.037760573672307396,0.09038781663416857,0.00683277409679215,0.09013530949917425
7259_liver_sbr_Male_26-U1,sbr,cdkn1a_pos,neg_control_probe,Hepatocytes,75.0,80.0,77.5,136,-0.05262724296186121,1.1944098013747937e-18,-0.08606201448827952,0.007338770322878758
7259_liver_sbr_Male_26-U1,sbr,cdkn1a_pos,neg_control_probe,Hepatocytes,80.0,85.0,82.5,72,-0.052627242961861206,8.234952013310242e-19,-0.09684240426069272,0.009310503025584707
7259_liver_sbr_Male_26-U1,sbr,cdkn1a_pos,neg_control_codeword,Hepatocytes,5.0,10.0,7.5,826,-0.04805385491564714,0.02546552373900132,-0.05607005113769703,0.025628754541889284
7259_liver_sbr_Male_26-U1,sbr,cdkn1a_pos,neg_control_codeword,Hepatocytes,10.0,15.0,12.5,3017,0.12348637999533217,0.02613493210662034,0.019727300990769824,0.02587566979792661
7259_liver_sbr_Male_26-U1,sbr,cdkn1a_pos,neg_control_codeword,Hepatocytes,15.0,20.0,17.5,4070,0.1581521871344925,0.024413071278175283,0.02195217207135031,0.024072823732120444
7259_liver_sbr_Male_26-U1,sbr,cdkn1a_pos,neg_control_codeword,Hepatocytes,20.0,25.0,22.5,3877,0.13820675133332364,0.023803515329607453,0.005965239653584599,0.02356279979209505
7259_liver_sbr_Male_26-U1,sbr,cdkn1a_pos,neg_control_codeword,Hepatocytes,25.0,30.0,27.5,3497,0.12583599620623342,0.024556100099856232,0.0005309758513580573,0.02421592838677239
7259_liver_sbr_Male_26-U1,sbr,cdkn1a_pos,neg_control_codeword,Hepatocytes,30.0,35.0,32.5,3024,0.09730919946037096,0.02503698122385813,-0.017609698733178657,0.024877146682382015
7259_liver_sbr_Male_26-U1,sbr,cdkn1a_pos,neg_control_codeword,Hepatocytes,35.0,40.0,37.5,2448,0.07234413780370867,0.025106938762087992,-0.04162416716759816,0.02502097089217613
7259_liver_sbr_Male_26-U1,sbr,cdkn1a_pos,neg_control_codeword,Hepatocytes,40.0,45.0,42.5,1943,0.08886672853092124,0.02939909965072867,-0.015838890003804895,0.02909837055699516
7259_liver_sbr_Male_26-U1,sbr,cdkn1a_pos,neg_control_codeword,Hepatocytes,45.0,50.0,47.5,1476,0.11113417958551239,0.036466230824438985,0.005172854541263943,0.035914076652072066
