section,arm,band,call,celltype,module,n,lam,beta_naive,sd_y,sf_tech,sf_cum_tech,sf_seg,sf_cum_seg,sf_dens,sf_cum_dens,sf_comp,sf_cum_comp,sf_anat,sf_cum_anat
7260_liver_sbr_Male_26-U1,sbr,in_band,tierA_p95,Proliferating,interferon_response,3542,6.999999999999999,0.006387916848345101,0.019856455845425187,-0.1670882094988964,-0.1670882094988964,0.8361536105810002,-0.24513028390291772,0.06472731566558321,-0.18657917249888184,0.8757056666593692,-0.16260932327708683,0.9510457914937218,-0.15532295208964234
7260_liver_sbr_Male_26-U1,sbr,in_band,tierA_p95,Proliferating,oxidative_stress,3542,6.999999999999999,-0.05323091803299175,0.05303467627361541,0.2220906417991141,0.2220906417991141,1.0102126343284135,0.2289579289453422,0.486318718228648,0.3907093370830875,0.9540904339834325,0.328144215368597,0.8797143486111745,0.31654121391128814
7260_liver_sbr_Male_26-U1,sbr,in_band,tierA_p95,Proliferating,secondary_senescence,3542,49.99999999999999,0.012603400100735114,0.035168693800323954,0.31010352744495756,0.31010352744495756,0.9854119947832466,0.3040470529334936,0.6045677428450759,0.38664520041852996,0.8037227316761135,0.3852085178854548,0.7244114720154763,0.3565376244560531
7260_liver_sbr_Male_26-U1,sbr,in_band,tierA_p95,Proliferating,tnfa_nfkb_proximal,3542,8.025847915263968,0.0023864898340231967,0.02846476600368019,-0.575171945904212,-0.575171945904212,0.8623189928136088,-0.6031892852609599,-1.4231400790733908,-1.8255014258939053,-0.7532519781503987,-1.2106491009419822,0.8004305032078071,-0.8981446952723661
7260_liver_sbr_Male_26-U1,sbr,in_band,tierA_p95,T/NK cells,downstream_arrest,5353,6.999999999999999,0.00576225303013776,0.02275192894331194,0.8016429900266022,0.8016429900266022,0.9843584825729045,0.7903218178463214,0.9536783697609129,0.9972430142819592,0.7995298220306845,1.0874225829736872,1.0763034635153736,1.125959126746403
7260_liver_sbr_Male_26-U1,sbr,in_band,tierA_p95,T/NK cells,emt_ecm,5353,49.99999999999999,0.03935204077134092,0.050489118826740446,0.6549429218162367,0.6549429218162367,0.9521423444984909,0.605101812715369,0.053448968765921534,0.08276317280730698,0.17516942546083325,0.020410504740402447,0.6295867208154671,-0.037241136365241345
7260_liver_sbr_Male_26-U1,sbr,in_band,tierA_p95,T/NK cells,il6_jak_stat3,5353,20.659585203119637,0.016858540264759064,0.04140801323722237,0.3362352620698472,0.3362352620698472,1.0221227620466153,0.3544277001106294,0.18373490484184488,0.11723160710636403,0.21183874594813631,0.13733196909817616,0.668347037032545,0.11374235829139864
7260_liver_sbr_Male_26-U1,sbr,in_band,tierA_p95,T/NK cells,interferon_response,5353,21.330346082886795,0.010116683097506745,0.03899220722580568,0.15161637044196505,0.15161637044196505,1.000146459109731,0.13889790775809066,-0.04725451145135447,-0.12725525429732198,0.09903704457758915,-0.07710295348991814,0.5595524902760922,-0.10675266608857183
7260_liver_sbr_Male_26-U1,sbr,in_band,tierA_p95,T/NK cells,oxidative_stress,5353,27.922675529149238,-0.026144713163881183,0.06572324829183944,0.10237199295522961,0.10237199295522961,1.0162065989319788,0.1040442502081729,0.332929451226788,0.02933838559001143,0.3177364631668242,-0.00720092656508701,0.481383121917345,-0.036818803769492175
7260_liver_sbr_Male_26-U1,sbr,in_band,tierA_p95,T/NK cells,secondary_senescence,5353,36.389236422110415,0.019912377619979046,0.04855460753725847,0.4631219306096864,0.4631219306096864,0.9959566705371674,0.45343185356183063,-0.11643160512091413,-0.17701464378841894,0.11350732958935324,-0.14214394875082684,0.7106028064023868,-0.16737056585168728
