section,arm,gene,role,cell_type,n,pct_pos,mean_counts,pct_pos_senders,pct_pos_nonsenders,enrich,on_panel
7361_liver_sbr_Male_2-U1,SBR,Tgfbr1,receptor,Kupffer cells,12845,21.938,0.2747,25.983,21.331,1.218,True
7361_liver_sbr_Male_2-U1,SBR,Tgfbr1,receptor,LSECs,22448,9.538,0.1077,12.538,8.897,1.409,True
7361_liver_sbr_Male_2-U1,SBR,Tgfbr1,receptor,Proliferating,4319,21.209,0.2658,24.048,19.702,1.221,True
7361_liver_sbr_Male_2-U1,SBR,Tgfbr1,receptor,T/NK cells,3725,13.772,0.1624,16.851,13.44,1.254,True
7361_liver_sbr_Male_2-U1,SBR,Tgfbr2,receptor,B-cells,377,35.809,0.504,51.22,33.929,1.51,True
7361_liver_sbr_Male_2-U1,SBR,Tgfbr2,receptor,Biliary/ductular,4376,13.917,0.1616,16.561,13.818,1.198,True
7361_liver_sbr_Male_2-U1,SBR,Tgfbr2,receptor,Central venous LSECs,1260,54.365,0.9127,63.248,53.456,1.183,True
7361_liver_sbr_Male_2-U1,SBR,Tgfbr2,receptor,DC,4751,21.827,0.2654,23.888,21.623,1.105,True
7361_liver_sbr_Male_2-U1,SBR,Tgfbr2,receptor,Hepatic stellate cells,11749,20.546,0.2528,25.928,19.721,1.315,True
7361_liver_sbr_Male_2-U1,SBR,Tgfbr2,receptor,Hepatocytes,81414,16.665,0.2054,21.587,14.995,1.44,True
7361_liver_sbr_Male_2-U1,SBR,Tgfbr2,receptor,Inflammatory macs,14315,23.213,0.2859,26.888,22.58,1.191,True
7361_liver_sbr_Male_2-U1,SBR,Tgfbr2,receptor,Kupffer cells,12845,24.149,0.2971,28.725,23.462,1.224,True
7361_liver_sbr_Male_2-U1,SBR,Tgfbr2,receptor,LSECs,22448,27.847,0.3578,31.915,26.978,1.183,True
7361_liver_sbr_Male_2-U1,SBR,Tgfbr2,receptor,Proliferating,4319,18.708,0.2299,21.777,17.08,1.275,True
7361_liver_sbr_Male_2-U1,SBR,Tgfbr2,receptor,T/NK cells,3725,30.47,0.4,33.425,30.152,1.109,True
7361_liver_sbr_Male_2-U1,SBR,Thbs1,ligand,B-cells,377,9.814,0.1459,14.634,9.226,1.586,True
7361_liver_sbr_Male_2-U1,SBR,Thbs1,ligand,Biliary/ductular,4376,8.821,0.1234,10.828,8.746,1.238,True
7361_liver_sbr_Male_2-U1,SBR,Thbs1,ligand,Central venous LSECs,1260,15.317,0.3111,19.658,14.873,1.322,True
7361_liver_sbr_Male_2-U1,SBR,Thbs1,ligand,DC,4751,16.312,0.338,17.564,16.189,1.085,True
7361_liver_sbr_Male_2-U1,SBR,Thbs1,ligand,Hepatic stellate cells,11749,21.951,0.7788,34.571,20.016,1.727,True
7361_liver_sbr_Male_2-U1,SBR,Thbs1,ligand,Hepatocytes,81414,3.359,0.0468,4.639,2.925,1.586,True
7361_liver_sbr_Male_2-U1,SBR,Thbs1,ligand,Inflammatory macs,14315,27.167,0.9415,30.784,26.544,1.16,True
7361_liver_sbr_Male_2-U1,SBR,Thbs1,ligand,Kupffer cells,12845,4.578,0.0667,6.853,4.236,1.618,True
7361_liver_sbr_Male_2-U1,SBR,Thbs1,ligand,LSECs,22448,4.588,0.0753,6.51,4.178,1.558,True
7361_liver_sbr_Male_2-U1,SBR,Thbs1,ligand,Proliferating,4319,3.542,0.0451,4.743,2.906,1.632,True
7361_liver_sbr_Male_2-U1,SBR,Thbs1,ligand,T/NK cells,3725,10.872,0.2228,12.707,10.675,1.19,True
7361_liver_sbr_Male_2-U1,SBR,Timp1,ligand,B-cells,377,2.387,0.0239,4.878,2.083,2.341,True
7361_liver_sbr_Male_2-U1,SBR,Timp1,ligand,Biliary/ductular,4376,0.48,0.005,0.637,0.474,1.344,True
7361_liver_sbr_Male_2-U1,SBR,Timp1,ligand,Central venous LSECs,1260,8.571,0.1087,12.821,8.136,1.576,True
7361_liver_sbr_Male_2-U1,SBR,Timp1,ligand,DC,4751,3.915,0.0539,5.152,3.793,1.358,True
7361_liver_sbr_Male_2-U1,SBR,Timp1,ligand,Hepatic stellate cells,11749,5.532,0.0773,8.899,5.016,1.774,True
7361_liver_sbr_Male_2-U1,SBR,Timp1,ligand,Hepatocytes,81414,0.656,0.0071,0.96,0.553,1.736,True
7361_liver_sbr_Male_2-U1,SBR,Timp1,ligand,Inflammatory macs,14315,3.06,0.0365,4.038,2.891,1.397,True
7361_liver_sbr_Male_2-U1,SBR,Timp1,ligand,Kupffer cells,12845,0.67,0.0075,1.073,0.609,1.762,True
7361_liver_sbr_Male_2-U1,SBR,Timp1,ligand,LSECs,22448,1.283,0.0142,1.824,1.168,1.562,True
7361_liver_sbr_Male_2-U1,SBR,Timp1,ligand,Proliferating,4319,0.648,0.0067,0.868,0.532,1.634,True
7361_liver_sbr_Male_2-U1,SBR,Timp1,ligand,T/NK cells,3725,2.47,0.0309,4.144,2.29,1.81,True
7361_liver_sbr_Male_2-U1,SBR,Tnf,ligand,B-cells,377,1.061,0.0106,4.878,0.595,8.195,True
7361_liver_sbr_Male_2-U1,SBR,Tnf,ligand,Biliary/ductular,4376,0.046,0.0005,0.0,0.047,0.0,True
7361_liver_sbr_Male_2-U1,SBR,Tnf,ligand,Central venous LSECs,1260,0.159,0.0016,0.855,0.087,9.769,True
7361_liver_sbr_Male_2-U1,SBR,Tnf,ligand,DC,4751,1.052,0.0126,2.576,0.902,2.856,True
7361_liver_sbr_Male_2-U1,SBR,Tnf,ligand,Hepatic stellate cells,11749,0.315,0.0033,0.704,0.255,2.759,True
7361_liver_sbr_Male_2-U1,SBR,Tnf,ligand,Hepatocytes,81414,0.103,0.0011,0.15,0.087,1.724,True
7361_liver_sbr_Male_2-U1,SBR,Tnf,ligand,Inflammatory macs,14315,2.913,0.0324,4.466,2.645,1.688,True
7361_liver_sbr_Male_2-U1,SBR,Tnf,ligand,Kupffer cells,12845,0.413,0.0042,0.656,0.376,1.743,True
7361_liver_sbr_Male_2-U1,SBR,Tnf,ligand,LSECs,22448,0.29,0.003,0.481,0.249,1.935,True
7361_liver_sbr_Male_2-U1,SBR,Tnf,ligand,Proliferating,4319,0.347,0.0039,0.534,0.248,2.154,True
7361_liver_sbr_Male_2-U1,SBR,Tnf,ligand,T/NK cells,3725,1.557,0.0169,1.657,1.546,1.072,True
7361_liver_sbr_Male_2-U1,SBR,Tnfrsf1a,receptor,B-cells,377,33.952,0.4615,48.78,32.143,1.518,True
7361_liver_sbr_Male_2-U1,SBR,Tnfrsf1a,receptor,Biliary/ductular,4376,21.664,0.2617,26.752,21.474,1.246,True
7361_liver_sbr_Male_2-U1,SBR,Tnfrsf1a,receptor,Central venous LSECs,1260,57.222,1.0373,59.829,56.955,1.05,True
7361_liver_sbr_Male_2-U1,SBR,Tnfrsf1a,receptor,DC,4751,33.824,0.4673,43.326,32.886,1.317,True
7361_liver_sbr_Male_2-U1,SBR,Tnfrsf1a,receptor,Hepatic stellate cells,11749,49.962,0.7891,58.067,48.719,1.192,True
7361_liver_sbr_Male_2-U1,SBR,Tnfrsf1a,receptor,Hepatocytes,81414,42.304,0.653,53.345,38.557,1.384,True
7361_liver_sbr_Male_2-U1,SBR,Tnfrsf1a,receptor,Inflammatory macs,14315,48.676,0.7596,58.337,47.011,1.241,True
7361_liver_sbr_Male_2-U1,SBR,Tnfrsf1a,receptor,Kupffer cells,12845,45.403,0.6825,53.576,44.175,1.213,True
7361_liver_sbr_Male_2-U1,SBR,Tnfrsf1a,receptor,LSECs,22448,52.112,0.8406,58.663,50.714,1.157,True
7361_liver_sbr_Male_2-U1,SBR,Tnfrsf1a,receptor,Proliferating,4319,49.942,0.8002,57.515,45.925,1.252,True
7361_liver_sbr_Male_2-U1,SBR,Tnfrsf1a,receptor,T/NK cells,3725,33.664,0.469,48.895,32.025,1.527,True
7361_liver_sbr_Male_2-U1,SBR,Tnfrsf1b,receptor,B-cells,377,15.385,0.1883,21.951,14.583,1.505,True
7361_liver_sbr_Male_2-U1,SBR,Tnfrsf1b,receptor,Biliary/ductular,4376,4.753,0.0535,7.006,4.669,1.501,True
7361_liver_sbr_Male_2-U1,SBR,Tnfrsf1b,receptor,Central venous LSECs,1260,12.619,0.1587,17.094,12.161,1.406,True
7361_liver_sbr_Male_2-U1,SBR,Tnfrsf1b,receptor,DC,4751,29.215,0.4401,39.813,28.168,1.413,True
7361_liver_sbr_Male_2-U1,SBR,Tnfrsf1b,receptor,Hepatic stellate cells,11749,31.305,0.4236,38.22,30.244,1.264,True
7361_liver_sbr_Male_2-U1,SBR,Tnfrsf1b,receptor,Hepatocytes,81414,19.085,0.2321,23.008,17.754,1.296,True
7361_liver_sbr_Male_2-U1,SBR,Tnfrsf1b,receptor,Inflammatory macs,14315,55.92,1.0556,60.808,55.078,1.104,True
7361_liver_sbr_Male_2-U1,SBR,Tnfrsf1b,receptor,Kupffer cells,12845,37.999,0.535,39.631,37.754,1.05,True
7361_liver_sbr_Male_2-U1,SBR,Tnfrsf1b,receptor,LSECs,22448,9.257,0.1089,12.614,8.541,1.477,True
7361_liver_sbr_Male_2-U1,SBR,Tnfrsf1b,receptor,Proliferating,4319,23.084,0.2945,25.05,22.041,1.137,True
7361_liver_sbr_Male_2-U1,SBR,Tnfrsf1b,receptor,T/NK cells,3725,30.201,0.4242,39.779,29.17,1.364,True
7450_liver_sbr_Male_10-U1,SBR,Ackr3,receptor,B-cells,812,0.493,0.0049,0.0,0.52,0.0,True
7450_liver_sbr_Male_10-U1,SBR,Ackr3,receptor,Biliary/ductular,8152,0.331,0.0034,0.243,0.336,0.723,True
7450_liver_sbr_Male_10-U1,SBR,Ackr3,receptor,DC,347,0.288,0.0029,2.273,0.0,,True
7450_liver_sbr_Male_10-U1,SBR,Ackr3,receptor,Hepatic stellate cells,8944,1.006,0.0114,2.007,0.941,2.133,True
7450_liver_sbr_Male_10-U1,SBR,Ackr3,receptor,Hepatocytes,31140,0.17,0.0017,0.17,0.17,0.996,True
7450_liver_sbr_Male_10-U1,SBR,Ackr3,receptor,Kupffer cells,11503,0.174,0.0018,0.223,0.17,1.315,True
7450_liver_sbr_Male_10-U1,SBR,Ackr3,receptor,LSECs,13052,1.333,0.0146,1.852,1.289,1.437,True
7450_liver_sbr_Male_10-U1,SBR,Ackr3,receptor,Mesothelial cells,1010,3.564,0.0485,3.704,3.556,1.041,True
7450_liver_sbr_Male_10-U1,SBR,Ackr3,receptor,Proliferating,3691,0.19,0.0019,0.119,0.249,0.479,True
7450_liver_sbr_Male_10-U1,SBR,Ackr3,receptor,T/NK cells,2777,0.324,0.004,1.639,0.231,7.087,True
7450_liver_sbr_Male_10-U1,SBR,Ccl2,ligand,B-cells,812,3.079,0.0628,9.302,2.731,3.406,True
7450_liver_sbr_Male_10-U1,SBR,Ccl2,ligand,Biliary/ductular,8152,2.662,0.0537,5.34,2.519,2.119,True
7450_liver_sbr_Male_10-U1,SBR,Ccl2,ligand,DC,347,6.052,0.0807,11.364,5.281,2.152,True
7450_liver_sbr_Male_10-U1,SBR,Ccl2,ligand,Hepatic stellate cells,8944,9.325,0.2307,13.869,9.028,1.536,True
7450_liver_sbr_Male_10-U1,SBR,Ccl2,ligand,Hepatocytes,31140,2.023,0.0276,2.842,1.783,1.594,True
7450_liver_sbr_Male_10-U1,SBR,Ccl2,ligand,Kupffer cells,11503,8.033,0.1454,12.5,7.655,1.633,True
7450_liver_sbr_Male_10-U1,SBR,Ccl2,ligand,LSECs,13052,2.544,0.0457,4.678,2.362,1.981,True
7450_liver_sbr_Male_10-U1,SBR,Ccl2,ligand,Mesothelial cells,1010,1.485,0.0188,1.852,1.464,1.265,True
7450_liver_sbr_Male_10-U1,SBR,Ccl2,ligand,Proliferating,3691,2.384,0.0341,3.216,1.69,1.903,True
7450_liver_sbr_Male_10-U1,SBR,Ccl2,ligand,T/NK cells,2777,7.238,0.139,12.022,6.901,1.742,True
7450_liver_sbr_Male_10-U1,SBR,Ccr2,receptor,B-cells,812,3.818,0.0431,11.628,3.381,3.439,True
7450_liver_sbr_Male_10-U1,SBR,Ccr2,receptor,Biliary/ductular,8152,0.859,0.0096,0.971,0.853,1.139,True
7450_liver_sbr_Male_10-U1,SBR,Ccr2,receptor,DC,347,4.323,0.0576,9.091,3.63,2.504,True
7450_liver_sbr_Male_10-U1,SBR,Ccr2,receptor,Hepatic stellate cells,8944,1.017,0.0119,0.912,1.024,0.891,True
7450_liver_sbr_Male_10-U1,SBR,Ccr2,receptor,Hepatocytes,31140,0.417,0.0043,0.679,0.341,1.992,True
7450_liver_sbr_Male_10-U1,SBR,Ccr2,receptor,Kupffer cells,11503,3.486,0.0382,3.906,3.451,1.132,True
7450_liver_sbr_Male_10-U1,SBR,Ccr2,receptor,LSECs,13052,0.483,0.0051,0.975,0.441,2.212,True
7450_liver_sbr_Male_10-U1,SBR,Ccr2,receptor,Mesothelial cells,1010,0.594,0.0059,1.852,0.523,3.541,True
7450_liver_sbr_Male_10-U1,SBR,Ccr2,receptor,Proliferating,3691,0.433,0.0049,0.417,0.447,0.932,True
7450_liver_sbr_Male_10-U1,SBR,Ccr2,receptor,T/NK cells,2777,11.127,0.1343,11.475,11.103,1.034,True
7450_liver_sbr_Male_10-U1,SBR,Cd47,receptor,B-cells,812,43.227,0.6872,53.488,42.653,1.254,True
7450_liver_sbr_Male_10-U1,SBR,Cd47,receptor,Biliary/ductular,8152,37.316,0.5178,46.359,36.835,1.259,True
7450_liver_sbr_Male_10-U1,SBR,Cd47,receptor,DC,347,46.11,0.7435,47.727,45.875,1.04,True
7450_liver_sbr_Male_10-U1,SBR,Cd47,receptor,Hepatic stellate cells,8944,37.679,0.5438,45.985,37.137,1.238,True
7450_liver_sbr_Male_10-U1,SBR,Cd47,receptor,Hepatocytes,31140,53.227,0.9127,62.576,50.48,1.24,True
7450_liver_sbr_Male_10-U1,SBR,Cd47,receptor,Kupffer cells,11503,50.343,0.8259,61.272,49.42,1.24,True
7450_liver_sbr_Male_10-U1,SBR,Cd47,receptor,LSECs,13052,47.127,0.7269,56.433,46.333,1.218,True
7450_liver_sbr_Male_10-U1,SBR,Cd47,receptor,Mesothelial cells,1010,32.574,0.5238,72.222,30.335,2.381,True
7450_liver_sbr_Male_10-U1,SBR,Cd47,receptor,Proliferating,3691,53.481,0.893,59.202,48.708,1.215,True
7450_liver_sbr_Male_10-U1,SBR,Cd47,receptor,T/NK cells,2777,43.428,0.6457,48.087,43.099,1.116,True
7450_liver_sbr_Male_10-U1,SBR,Cxcl1,ligand,B-cells,812,0.246,0.0025,0.0,0.26,0.0,True
7450_liver_sbr_Male_10-U1,SBR,Cxcl1,ligand,Biliary/ductular,8152,2.539,0.0367,4.126,2.455,1.681,True
7450_liver_sbr_Male_10-U1,SBR,Cxcl1,ligand,DC,347,0.288,0.0029,2.273,0.0,,True
7450_liver_sbr_Male_10-U1,SBR,Cxcl1,ligand,Hepatic stellate cells,8944,0.581,0.0069,0.73,0.572,1.277,True
7450_liver_sbr_Male_10-U1,SBR,Cxcl1,ligand,Hepatocytes,31140,1.439,0.0188,2.008,1.271,1.579,True
7450_liver_sbr_Male_10-U1,SBR,Cxcl1,ligand,Kupffer cells,11503,0.522,0.0065,0.446,0.528,0.846,True
7450_liver_sbr_Male_10-U1,SBR,Cxcl1,ligand,LSECs,13052,0.598,0.007,1.365,0.532,2.564,True
7450_liver_sbr_Male_10-U1,SBR,Cxcl1,ligand,Mesothelial cells,1010,0.594,0.0059,0.0,0.628,0.0,True
7450_liver_sbr_Male_10-U1,SBR,Cxcl1,ligand,Proliferating,3691,1.598,0.023,1.906,1.342,1.42,True
7450_liver_sbr_Male_10-U1,SBR,Cxcl1,ligand,T/NK cells,2777,0.288,0.0029,1.093,0.231,4.725,True
7450_liver_sbr_Male_10-U1,SBR,Cxcl12,ligand,B-cells,812,30.419,0.4569,37.209,30.039,1.239,True
7450_liver_sbr_Male_10-U1,SBR,Cxcl12,ligand,Biliary/ductular,8152,32.74,0.5444,37.379,32.494,1.15,True
7450_liver_sbr_Male_10-U1,SBR,Cxcl12,ligand,DC,347,32.565,0.5245,40.909,31.353,1.305,True
7450_liver_sbr_Male_10-U1,SBR,Cxcl12,ligand,Hepatic stellate cells,8944,82.469,2.7011,86.314,82.218,1.05,True
7450_liver_sbr_Male_10-U1,SBR,Cxcl12,ligand,Hepatocytes,31140,68.886,1.8235,74.028,67.374,1.099,True
7450_liver_sbr_Male_10-U1,SBR,Cxcl12,ligand,Kupffer cells,11503,39.85,0.6785,46.875,39.257,1.194,True
7450_liver_sbr_Male_10-U1,SBR,Cxcl12,ligand,LSECs,13052,36.148,0.5935,43.762,35.498,1.233,True
7450_liver_sbr_Male_10-U1,SBR,Cxcl12,ligand,Mesothelial cells,1010,35.248,0.6901,66.667,33.473,1.992,True
7450_liver_sbr_Male_10-U1,SBR,Cxcl12,ligand,Proliferating,3691,56.976,1.2138,58.011,56.113,1.034,True
7450_liver_sbr_Male_10-U1,SBR,Cxcl12,ligand,T/NK cells,2777,32.229,0.5502,30.601,32.344,0.946,True
7450_liver_sbr_Male_10-U1,SBR,Cxcl2,ligand,B-cells,812,0.0,0.0,0.0,0.0,,True
7450_liver_sbr_Male_10-U1,SBR,Cxcl2,ligand,Biliary/ductular,8152,0.159,0.0018,0.728,0.129,5.636,True
7450_liver_sbr_Male_10-U1,SBR,Cxcl2,ligand,DC,347,0.288,0.0029,2.273,0.0,,True
7450_liver_sbr_Male_10-U1,SBR,Cxcl2,ligand,Hepatic stellate cells,8944,0.045,0.0004,0.0,0.048,0.0,True
7450_liver_sbr_Male_10-U1,SBR,Cxcl2,ligand,Hepatocytes,31140,0.042,0.0005,0.071,0.033,2.127,True
7450_liver_sbr_Male_10-U1,SBR,Cxcl2,ligand,Kupffer cells,11503,0.469,0.0056,0.558,0.462,1.208,True
7450_liver_sbr_Male_10-U1,SBR,Cxcl2,ligand,LSECs,13052,0.046,0.0005,0.097,0.042,2.344,True
7450_liver_sbr_Male_10-U1,SBR,Cxcl2,ligand,Mesothelial cells,1010,0.099,0.001,0.0,0.105,0.0,True
7450_liver_sbr_Male_10-U1,SBR,Cxcl2,ligand,Proliferating,3691,0.027,0.0003,0.0,0.05,0.0,True
7450_liver_sbr_Male_10-U1,SBR,Cxcl2,ligand,T/NK cells,2777,0.144,0.0014,0.546,0.116,4.725,True
7450_liver_sbr_Male_10-U1,SBR,Cxcl5,ligand,B-cells,812,0.123,0.0025,0.0,0.13,0.0,True
7450_liver_sbr_Male_10-U1,SBR,Cxcl5,ligand,Biliary/ductular,8152,2.282,0.0346,3.641,2.209,1.648,True
7450_liver_sbr_Male_10-U1,SBR,Cxcl5,ligand,DC,347,0.0,0.0,0.0,0.0,,True
7450_liver_sbr_Male_10-U1,SBR,Cxcl5,ligand,Hepatic stellate cells,8944,0.302,0.0035,0.547,0.286,1.915,True
7450_liver_sbr_Male_10-U1,SBR,Cxcl5,ligand,Hepatocytes,31140,0.247,0.0027,0.467,0.183,2.552,True
7450_liver_sbr_Male_10-U1,SBR,Cxcl5,ligand,Kupffer cells,11503,0.261,0.0029,0.0,0.283,0.0,True
7450_liver_sbr_Male_10-U1,SBR,Cxcl5,ligand,LSECs,13052,0.077,0.0008,0.0,0.083,0.0,True
7450_liver_sbr_Male_10-U1,SBR,Cxcl5,ligand,Mesothelial cells,1010,0.297,0.003,0.0,0.314,0.0,True
7450_liver_sbr_Male_10-U1,SBR,Cxcl5,ligand,Proliferating,3691,0.352,0.0038,0.536,0.199,2.696,True
7450_liver_sbr_Male_10-U1,SBR,Cxcl5,ligand,T/NK cells,2777,0.216,0.0025,0.0,0.231,0.0,True
7450_liver_sbr_Male_10-U1,SBR,Cxcr2,receptor,B-cells,812,0.123,0.0012,0.0,0.13,0.0,True
7450_liver_sbr_Male_10-U1,SBR,Cxcr2,receptor,Biliary/ductular,8152,0.184,0.0021,0.243,0.181,1.342,True
7450_liver_sbr_Male_10-U1,SBR,Cxcr2,receptor,DC,347,1.729,0.0231,4.545,1.32,3.443,True
7450_liver_sbr_Male_10-U1,SBR,Cxcr2,receptor,Hepatic stellate cells,8944,0.224,0.0028,0.73,0.191,3.83,True
7450_liver_sbr_Male_10-U1,SBR,Cxcr2,receptor,Hepatocytes,31140,0.247,0.0027,0.297,0.233,1.276,True
7450_liver_sbr_Male_10-U1,SBR,Cxcr2,receptor,Kupffer cells,11503,0.435,0.0059,0.112,0.462,0.242,True
7450_liver_sbr_Male_10-U1,SBR,Cxcr2,receptor,LSECs,13052,0.138,0.0016,0.195,0.133,1.465,True
7450_liver_sbr_Male_10-U1,SBR,Cxcr2,receptor,Mesothelial cells,1010,0.297,0.005,1.852,0.209,8.852,True
7450_liver_sbr_Male_10-U1,SBR,Cxcr2,receptor,Proliferating,3691,0.352,0.0041,0.298,0.398,0.749,True
7450_liver_sbr_Male_10-U1,SBR,Cxcr2,receptor,T/NK cells,2777,0.36,0.0054,0.0,0.386,0.0,True
7450_liver_sbr_Male_10-U1,SBR,Cxcr4,receptor,B-cells,812,33.005,0.4433,37.209,32.77,1.135,True
7450_liver_sbr_Male_10-U1,SBR,Cxcr4,receptor,Biliary/ductular,8152,3.263,0.0388,6.553,3.088,2.122,True
7450_liver_sbr_Male_10-U1,SBR,Cxcr4,receptor,DC,347,30.548,0.4986,36.364,29.703,1.224,True
7450_liver_sbr_Male_10-U1,SBR,Cxcr4,receptor,Hepatic stellate cells,8944,3.488,0.0403,6.387,3.299,1.936,True
7450_liver_sbr_Male_10-U1,SBR,Cxcr4,receptor,Hepatocytes,31140,2.871,0.0308,3.393,2.717,1.249,True
7450_liver_sbr_Male_10-U1,SBR,Cxcr4,receptor,Kupffer cells,11503,15.013,0.2041,17.076,14.839,1.151,True
7450_liver_sbr_Male_10-U1,SBR,Cxcr4,receptor,LSECs,13052,1.992,0.0219,1.559,2.029,0.769,True
7450_liver_sbr_Male_10-U1,SBR,Cxcr4,receptor,Mesothelial cells,1010,2.277,0.0248,1.852,2.301,0.805,True
7450_liver_sbr_Male_10-U1,SBR,Cxcr4,receptor,Proliferating,3691,3.495,0.039,3.693,3.33,1.109,True
7450_liver_sbr_Male_10-U1,SBR,Cxcr4,receptor,T/NK cells,2777,20.418,0.2553,19.672,20.47,0.961,True
7450_liver_sbr_Male_10-U1,SBR,Dpp4,receptor,B-cells,812,11.084,0.1293,11.628,11.053,1.052,True
7450_liver_sbr_Male_10-U1,SBR,Dpp4,receptor,Biliary/ductular,8152,10.28,0.1156,14.563,10.052,1.449,True
7450_liver_sbr_Male_10-U1,SBR,Dpp4,receptor,DC,347,24.784,0.3429,22.727,25.083,0.906,True
7450_liver_sbr_Male_10-U1,SBR,Dpp4,receptor,Hepatic stellate cells,8944,7.144,0.0813,13.869,6.706,2.068,True
7450_liver_sbr_Male_10-U1,SBR,Dpp4,receptor,Hepatocytes,31140,27.184,0.3527,34.003,25.18,1.35,True
7450_liver_sbr_Male_10-U1,SBR,Dpp4,receptor,Kupffer cells,11503,6.677,0.0739,8.259,6.543,1.262,True
7450_liver_sbr_Male_10-U1,SBR,Dpp4,receptor,LSECs,13052,32.317,0.4296,37.232,31.898,1.167,True
7450_liver_sbr_Male_10-U1,SBR,Dpp4,receptor,Mesothelial cells,1010,6.832,0.0861,11.111,6.59,1.686,True
7450_liver_sbr_Male_10-U1,SBR,Dpp4,receptor,Proliferating,3691,25.251,0.3211,28.708,22.366,1.284,True
7450_liver_sbr_Male_10-U1,SBR,Dpp4,receptor,T/NK cells,2777,8.642,0.0997,12.022,8.404,1.43,True
7450_liver_sbr_Male_10-U1,SBR,Gdf15,ligand,B-cells,812,0.123,0.0012,0.0,0.13,0.0,True
7450_liver_sbr_Male_10-U1,SBR,Gdf15,ligand,Biliary/ductular,8152,0.331,0.0033,0.485,0.323,1.503,True
7450_liver_sbr_Male_10-U1,SBR,Gdf15,ligand,DC,347,0.865,0.0086,0.0,0.99,0.0,True
7450_liver_sbr_Male_10-U1,SBR,Gdf15,ligand,Hepatic stellate cells,8944,0.391,0.004,0.547,0.381,1.436,True
7450_liver_sbr_Male_10-U1,SBR,Gdf15,ligand,Hepatocytes,31140,2.874,0.031,5.175,2.198,2.354,True
7450_liver_sbr_Male_10-U1,SBR,Gdf15,ligand,Kupffer cells,11503,1.035,0.0118,1.897,0.962,1.973,True
7450_liver_sbr_Male_10-U1,SBR,Gdf15,ligand,LSECs,13052,0.368,0.0038,0.585,0.349,1.674,True
7450_liver_sbr_Male_10-U1,SBR,Gdf15,ligand,Mesothelial cells,1010,1.386,0.0139,3.704,1.255,2.951,True
7450_liver_sbr_Male_10-U1,SBR,Gdf15,ligand,Proliferating,3691,3.387,0.0358,5.122,1.938,2.642,True
7450_liver_sbr_Male_10-U1,SBR,Gdf15,ligand,T/NK cells,2777,0.468,0.0047,1.093,0.424,2.577,True
7450_liver_sbr_Male_10-U1,SBR,Igfbp3,ligand,B-cells,812,4.68,0.0665,0.0,4.941,0.0,True
7450_liver_sbr_Male_10-U1,SBR,Igfbp3,ligand,Biliary/ductular,8152,6.072,0.0875,6.068,6.072,0.999,True
7450_liver_sbr_Male_10-U1,SBR,Igfbp3,ligand,DC,347,10.086,0.1268,6.818,10.561,0.646,True
7450_liver_sbr_Male_10-U1,SBR,Igfbp3,ligand,Hepatic stellate cells,8944,29.014,0.497,32.299,28.799,1.122,True
7450_liver_sbr_Male_10-U1,SBR,Igfbp3,ligand,Hepatocytes,31140,3.382,0.0403,4.044,3.187,1.269,True
7450_liver_sbr_Male_10-U1,SBR,Igfbp3,ligand,Kupffer cells,11503,6.077,0.0755,6.027,6.081,0.991,True
7450_liver_sbr_Male_10-U1,SBR,Igfbp3,ligand,LSECs,13052,4.222,0.0532,5.945,4.075,1.459,True
7450_liver_sbr_Male_10-U1,SBR,Igfbp3,ligand,Mesothelial cells,1010,5.248,0.0673,0.0,5.544,0.0,True
7450_liver_sbr_Male_10-U1,SBR,Igfbp3,ligand,Proliferating,3691,3.603,0.0458,4.527,2.833,1.598,True
7450_liver_sbr_Male_10-U1,SBR,Igfbp3,ligand,T/NK cells,2777,7.238,0.1048,5.464,7.363,0.742,True
7450_liver_sbr_Male_10-U1,SBR,Il1a,ligand,B-cells,812,3.448,0.0382,0.0,3.641,0.0,True
7450_liver_sbr_Male_10-U1,SBR,Il1a,ligand,Biliary/ductular,8152,1.227,0.0131,1.456,1.214,1.199,True
7450_liver_sbr_Male_10-U1,SBR,Il1a,ligand,DC,347,3.17,0.0403,2.273,3.3,0.689,True
7450_liver_sbr_Male_10-U1,SBR,Il1a,ligand,Hepatic stellate cells,8944,2.84,0.0307,3.285,2.811,1.169,True
7450_liver_sbr_Male_10-U1,SBR,Il1a,ligand,Hepatocytes,31140,1.952,0.0204,2.276,1.857,1.226,True
7450_liver_sbr_Male_10-U1,SBR,Il1a,ligand,Kupffer cells,11503,10.284,0.1191,14.397,9.937,1.449,True
7450_liver_sbr_Male_10-U1,SBR,Il1a,ligand,LSECs,13052,22.326,0.2912,27.583,21.878,1.261,True
7450_liver_sbr_Male_10-U1,SBR,Il1a,ligand,Mesothelial cells,1010,1.287,0.0129,3.704,1.151,3.219,True
7450_liver_sbr_Male_10-U1,SBR,Il1a,ligand,Proliferating,3691,2.736,0.0303,2.501,2.932,0.853,True
7450_liver_sbr_Male_10-U1,SBR,Il1a,ligand,T/NK cells,2777,3.457,0.0411,4.372,3.392,1.289,True
7450_liver_sbr_Male_10-U1,SBR,Il1r1,receptor,B-cells,812,3.202,0.0345,11.628,2.731,4.258,True
7450_liver_sbr_Male_10-U1,SBR,Il1r1,receptor,Biliary/ductular,8152,9.139,0.105,7.767,9.212,0.843,True
