section,arm,gene,role,cell_type,n,pct_pos,mean_counts,pct_pos_senders,pct_pos_nonsenders,enrich,on_panel
7239_liver_sbr_Male_52-U1,SBR,Igfbp3,ligand,T/NK cells,2267,12.439,0.2408,7.386,12.865,0.574,True
7239_liver_sbr_Male_52-U1,SBR,Igfbp3,ligand,vSMCs,1671,53.98,2.5901,47.692,54.51,0.875,True
7239_liver_sbr_Male_52-U1,SBR,Il1a,ligand,B-cells,911,2.525,0.0274,4.255,2.431,1.751,True
7239_liver_sbr_Male_52-U1,SBR,Il1a,ligand,Biliary/ductular,16735,1.052,0.0115,1.443,1.014,1.423,True
7239_liver_sbr_Male_52-U1,SBR,Il1a,ligand,Central venous LSECs,661,2.118,0.0227,3.03,2.017,1.503,True
7239_liver_sbr_Male_52-U1,SBR,Il1a,ligand,DC,2035,2.162,0.0216,3.955,1.991,1.986,True
7239_liver_sbr_Male_52-U1,SBR,Il1a,ligand,Hepatic stellate cells,8676,1.487,0.016,1.195,1.515,0.789,True
7239_liver_sbr_Male_52-U1,SBR,Il1a,ligand,Hepatocytes,27239,2.551,0.028,2.983,2.198,1.358,True
7239_liver_sbr_Male_52-U1,SBR,Il1a,ligand,Kupffer cells,6812,9.16,0.1082,12.738,8.762,1.454,True
7239_liver_sbr_Male_52-U1,SBR,Il1a,ligand,LSECs,7637,19.628,0.2552,21.132,19.404,1.089,True
7239_liver_sbr_Male_52-U1,SBR,Il1a,ligand,Proliferating,693,3.896,0.0476,5.04,2.532,1.991,True
7239_liver_sbr_Male_52-U1,SBR,Il1a,ligand,T/NK cells,2267,2.603,0.0296,4.545,2.439,1.864,True
7239_liver_sbr_Male_52-U1,SBR,Il1a,ligand,vSMCs,1671,4.608,0.0521,9.231,4.218,2.188,True
7239_liver_sbr_Male_52-U1,SBR,Il1r1,receptor,B-cells,911,5.818,0.0648,8.511,5.671,1.501,True
7239_liver_sbr_Male_52-U1,SBR,Il1r1,receptor,Biliary/ductular,16735,12.895,0.1454,14.296,12.762,1.12,True
7239_liver_sbr_Male_52-U1,SBR,Il1r1,receptor,Central venous LSECs,661,31.467,0.4418,36.364,30.924,1.176,True
7239_liver_sbr_Male_52-U1,SBR,Il1r1,receptor,DC,2035,7.912,0.0855,14.124,7.32,1.93,True
7239_liver_sbr_Male_52-U1,SBR,Il1r1,receptor,Hepatic stellate cells,8676,22.775,0.2869,29.349,22.151,1.325,True
7239_liver_sbr_Male_52-U1,SBR,Il1r1,receptor,Hepatocytes,27239,34.061,0.6312,43.316,26.478,1.636,True
7239_liver_sbr_Male_52-U1,SBR,Il1r1,receptor,Kupffer cells,6812,6.65,0.0752,9.81,6.298,1.558,True
7239_liver_sbr_Male_52-U1,SBR,Il1r1,receptor,LSECs,7637,12.505,0.146,14.358,12.229,1.174,True
7239_liver_sbr_Male_52-U1,SBR,Il1r1,receptor,Proliferating,693,29.004,0.456,35.809,20.886,1.714,True
7239_liver_sbr_Male_52-U1,SBR,Il1r1,receptor,T/NK cells,2267,10.013,0.1262,10.227,9.995,1.023,True
7239_liver_sbr_Male_52-U1,SBR,Il1r1,receptor,vSMCs,1671,13.465,0.155,10.769,13.692,0.787,True
7239_liver_sbr_Male_52-U1,SBR,Il1rap,receptor,B-cells,911,7.025,0.0856,8.511,6.944,1.226,True
7239_liver_sbr_Male_52-U1,SBR,Il1rap,receptor,Biliary/ductular,16735,8.27,0.0945,10.928,8.017,1.363,True
7239_liver_sbr_Male_52-U1,SBR,Il1rap,receptor,Central venous LSECs,661,8.018,0.0877,9.091,7.899,1.151,True
7239_liver_sbr_Male_52-U1,SBR,Il1rap,receptor,DC,2035,7.568,0.083,10.734,7.266,1.477,True
7239_liver_sbr_Male_52-U1,SBR,Il1rap,receptor,Hepatic stellate cells,8676,12.344,0.1491,22.178,11.41,1.944,True
7239_liver_sbr_Male_52-U1,SBR,Il1rap,receptor,Hepatocytes,27239,45.031,0.7659,54.663,37.138,1.472,True
7239_liver_sbr_Male_52-U1,SBR,Il1rap,receptor,Kupffer cells,6812,10.335,0.1262,15.081,9.806,1.538,True
7239_liver_sbr_Male_52-U1,SBR,Il1rap,receptor,LSECs,7637,11.457,0.1421,19.11,10.319,1.852,True
7239_liver_sbr_Male_52-U1,SBR,Il1rap,receptor,Proliferating,693,39.105,0.6508,48.806,27.532,1.773,True
7239_liver_sbr_Male_52-U1,SBR,Il1rap,receptor,T/NK cells,2267,10.587,0.1262,18.182,9.947,1.828,True
7239_liver_sbr_Male_52-U1,SBR,Il1rap,receptor,vSMCs,1671,6.284,0.0826,10.769,5.905,1.824,True
7239_liver_sbr_Male_52-U1,SBR,Il6,ligand,B-cells,911,0.22,0.0022,0.0,0.231,0.0,True
7239_liver_sbr_Male_52-U1,SBR,Il6,ligand,Biliary/ductular,16735,0.036,0.0004,0.069,0.033,2.1,True
7239_liver_sbr_Male_52-U1,SBR,Il6,ligand,Central venous LSECs,661,0.0,0.0,0.0,0.0,,True
7239_liver_sbr_Male_52-U1,SBR,Il6,ligand,DC,2035,0.147,0.0025,0.0,0.161,0.0,True
7239_liver_sbr_Male_52-U1,SBR,Il6,ligand,Hepatic stellate cells,8676,0.058,0.0006,0.133,0.05,2.63,True
7239_liver_sbr_Male_52-U1,SBR,Il6,ligand,Hepatocytes,27239,0.081,0.001,0.13,0.04,3.254,True
7239_liver_sbr_Male_52-U1,SBR,Il6,ligand,Kupffer cells,6812,0.587,0.0063,1.025,0.538,1.904,True
7239_liver_sbr_Male_52-U1,SBR,Il6,ligand,LSECs,7637,0.052,0.0005,0.0,0.06,0.0,True
7239_liver_sbr_Male_52-U1,SBR,Il6,ligand,Proliferating,693,0.0,0.0,0.0,0.0,,True
7239_liver_sbr_Male_52-U1,SBR,Il6,ligand,T/NK cells,2267,0.176,0.0018,0.0,0.191,0.0,True
7239_liver_sbr_Male_52-U1,SBR,Il6,ligand,vSMCs,1671,0.0,0.0,0.0,0.0,,True
7239_liver_sbr_Male_52-U1,SBR,Il6ra,receptor,B-cells,911,8.342,0.0867,19.149,7.755,2.469,True
7239_liver_sbr_Male_52-U1,SBR,Il6ra,receptor,Biliary/ductular,16735,4.38,0.0472,6.048,4.221,1.433,True
7239_liver_sbr_Male_52-U1,SBR,Il6ra,receptor,Central venous LSECs,661,2.269,0.0242,6.061,1.849,3.278,True
7239_liver_sbr_Male_52-U1,SBR,Il6ra,receptor,DC,2035,19.165,0.2256,22.599,18.837,1.2,True
7239_liver_sbr_Male_52-U1,SBR,Il6ra,receptor,Hepatic stellate cells,8676,6.524,0.0719,8.765,6.311,1.389,True
7239_liver_sbr_Male_52-U1,SBR,Il6ra,receptor,Hepatocytes,27239,26.337,0.3718,34.276,19.832,1.728,True
7239_liver_sbr_Male_52-U1,SBR,Il6ra,receptor,Kupffer cells,6812,20.038,0.2402,25.329,19.449,1.302,True
7239_liver_sbr_Male_52-U1,SBR,Il6ra,receptor,LSECs,7637,3.287,0.0356,4.954,3.039,1.631,True
7239_liver_sbr_Male_52-U1,SBR,Il6ra,receptor,Proliferating,693,18.038,0.2237,24.403,10.443,2.337,True
7239_liver_sbr_Male_52-U1,SBR,Il6ra,receptor,T/NK cells,2267,6.573,0.0715,9.091,6.361,1.429,True
7239_liver_sbr_Male_52-U1,SBR,Il6ra,receptor,vSMCs,1671,7.002,0.0766,7.692,6.944,1.108,True
7239_liver_sbr_Male_52-U1,SBR,Il6st,receptor,B-cells,911,28.43,0.4259,36.17,28.009,1.291,True
7239_liver_sbr_Male_52-U1,SBR,Il6st,receptor,Biliary/ductular,16735,46.053,0.6977,53.265,45.366,1.174,True
7239_liver_sbr_Male_52-U1,SBR,Il6st,receptor,Central venous LSECs,661,88.2,3.8654,86.364,88.403,0.977,True
7239_liver_sbr_Male_52-U1,SBR,Il6st,receptor,DC,2035,44.767,0.7327,54.802,43.811,1.251,True
7239_liver_sbr_Male_52-U1,SBR,Il6st,receptor,Hepatic stellate cells,8676,55.798,1.0546,68.26,54.613,1.25,True
7239_liver_sbr_Male_52-U1,SBR,Il6st,receptor,Hepatocytes,27239,61.478,1.3227,72.294,52.615,1.374,True
7239_liver_sbr_Male_52-U1,SBR,Il6st,receptor,Kupffer cells,6812,34.381,0.5339,41.142,33.627,1.223,True
7239_liver_sbr_Male_52-U1,SBR,Il6st,receptor,LSECs,7637,81.275,2.5621,85.339,80.671,1.058,True
7239_liver_sbr_Male_52-U1,SBR,Il6st,receptor,Proliferating,693,65.657,1.404,72.944,56.962,1.281,True
7239_liver_sbr_Male_52-U1,SBR,Il6st,receptor,T/NK cells,2267,34.539,0.5346,40.909,34.003,1.203,True
7239_liver_sbr_Male_52-U1,SBR,Il6st,receptor,vSMCs,1671,57.092,1.4776,66.154,56.327,1.174,True
7239_liver_sbr_Male_52-U1,SBR,Mmp3,ligand,B-cells,911,0.22,0.0022,0.0,0.231,0.0,True
7239_liver_sbr_Male_52-U1,SBR,Mmp3,ligand,Biliary/ductular,16735,0.06,0.0006,0.0,0.065,0.0,True
7239_liver_sbr_Male_52-U1,SBR,Mmp3,ligand,Central venous LSECs,661,0.0,0.0,0.0,0.0,,True
7239_liver_sbr_Male_52-U1,SBR,Mmp3,ligand,DC,2035,0.147,0.002,0.565,0.108,5.249,True
7239_liver_sbr_Male_52-U1,SBR,Mmp3,ligand,Hepatic stellate cells,8676,0.092,0.0009,0.133,0.088,1.503,True
7239_liver_sbr_Male_52-U1,SBR,Mmp3,ligand,Hepatocytes,27239,0.187,0.0019,0.228,0.154,1.486,True
7239_liver_sbr_Male_52-U1,SBR,Mmp3,ligand,Kupffer cells,6812,0.147,0.0015,0.0,0.163,0.0,True
7239_liver_sbr_Male_52-U1,SBR,Mmp3,ligand,LSECs,7637,0.026,0.0003,0.101,0.015,6.722,True
7239_liver_sbr_Male_52-U1,SBR,Mmp3,ligand,Proliferating,693,0.0,0.0,0.0,0.0,,True
7239_liver_sbr_Male_52-U1,SBR,Mmp3,ligand,T/NK cells,2267,0.221,0.0026,0.0,0.239,0.0,True
7239_liver_sbr_Male_52-U1,SBR,Mmp3,ligand,vSMCs,1671,1.137,0.0138,0.0,1.233,0.0,True
7239_liver_sbr_Male_52-U1,SBR,Sdc1,receptor,B-cells,911,10.977,0.1372,21.277,10.417,2.043,True
7239_liver_sbr_Male_52-U1,SBR,Sdc1,receptor,Biliary/ductular,16735,18.303,0.2255,25.43,17.624,1.443,True
7239_liver_sbr_Male_52-U1,SBR,Sdc1,receptor,Central venous LSECs,661,8.623,0.1104,13.636,8.067,1.69,True
7239_liver_sbr_Male_52-U1,SBR,Sdc1,receptor,DC,2035,10.172,0.1248,15.819,9.634,1.642,True
7239_liver_sbr_Male_52-U1,SBR,Sdc1,receptor,Hepatic stellate cells,8676,13.889,0.1857,24.834,12.849,1.933,True
7239_liver_sbr_Male_52-U1,SBR,Sdc1,receptor,Hepatocytes,27239,63.009,1.4697,73.679,54.265,1.358,True
7239_liver_sbr_Male_52-U1,SBR,Sdc1,receptor,Kupffer cells,6812,13.227,0.1737,22.401,12.204,1.836,True
7239_liver_sbr_Male_52-U1,SBR,Sdc1,receptor,LSECs,7637,16.184,0.215,24.874,14.892,1.67,True
7239_liver_sbr_Male_52-U1,SBR,Sdc1,receptor,Proliferating,693,48.629,1.0404,58.621,36.709,1.597,True
7239_liver_sbr_Male_52-U1,SBR,Sdc1,receptor,T/NK cells,2267,12.748,0.165,21.023,12.052,1.744,True
7239_liver_sbr_Male_52-U1,SBR,Sdc1,receptor,vSMCs,1671,29.743,0.556,50.0,28.034,1.784,True
7239_liver_sbr_Male_52-U1,SBR,Tgfb1,ligand,B-cells,911,33.15,0.4402,46.809,32.407,1.444,True
7239_liver_sbr_Male_52-U1,SBR,Tgfb1,ligand,Biliary/ductular,16735,6.179,0.0678,7.491,6.054,1.237,True
7239_liver_sbr_Male_52-U1,SBR,Tgfb1,ligand,Central venous LSECs,661,28.139,0.3661,37.879,27.059,1.4,True
7239_liver_sbr_Male_52-U1,SBR,Tgfb1,ligand,DC,2035,37.936,0.517,42.938,37.46,1.146,True
7239_liver_sbr_Male_52-U1,SBR,Tgfb1,ligand,Hepatic stellate cells,8676,13.29,0.1549,17.663,12.874,1.372,True
7239_liver_sbr_Male_52-U1,SBR,Tgfb1,ligand,Hepatocytes,27239,9.674,0.1137,11.086,8.516,1.302,True
7239_liver_sbr_Male_52-U1,SBR,Tgfb1,ligand,Kupffer cells,6812,34.762,0.4859,40.849,34.084,1.198,True
7239_liver_sbr_Male_52-U1,SBR,Tgfb1,ligand,LSECs,7637,32.329,0.4325,39.434,31.273,1.261,True
7239_liver_sbr_Male_52-U1,SBR,Tgfb1,ligand,Proliferating,693,16.883,0.2165,17.241,16.456,1.048,True
7239_liver_sbr_Male_52-U1,SBR,Tgfb1,ligand,T/NK cells,2267,27.614,0.3441,32.386,27.212,1.19,True
7239_liver_sbr_Male_52-U1,SBR,Tgfb1,ligand,vSMCs,1671,16.936,0.2089,29.231,15.899,1.839,True
7239_liver_sbr_Male_52-U1,SBR,Tgfbr1,receptor,B-cells,911,14.599,0.1811,17.021,14.468,1.177,True
7239_liver_sbr_Male_52-U1,SBR,Tgfbr1,receptor,Biliary/ductular,16735,11.873,0.1365,15.258,11.551,1.321,True
7239_liver_sbr_Male_52-U1,SBR,Tgfbr1,receptor,Central venous LSECs,661,9.077,0.1104,12.121,8.739,1.387,True
7239_liver_sbr_Male_52-U1,SBR,Tgfbr1,receptor,DC,2035,34.152,0.5081,37.853,33.8,1.12,True
7239_liver_sbr_Male_52-U1,SBR,Tgfbr1,receptor,Hepatic stellate cells,8676,16.863,0.2064,20.717,16.496,1.256,True
7239_liver_sbr_Male_52-U1,SBR,Tgfbr1,receptor,Hepatocytes,27239,20.808,0.2594,26.687,15.991,1.669,True
7239_liver_sbr_Male_52-U1,SBR,Tgfbr1,receptor,Kupffer cells,6812,45.934,0.8017,48.902,45.603,1.072,True
7239_liver_sbr_Male_52-U1,SBR,Tgfbr1,receptor,LSECs,7637,8.302,0.0926,11.223,7.867,1.427,True
7239_liver_sbr_Male_52-U1,SBR,Tgfbr1,receptor,Proliferating,693,25.974,0.3434,29.973,21.203,1.414,True
7239_liver_sbr_Male_52-U1,SBR,Tgfbr1,receptor,T/NK cells,2267,17.203,0.2139,21.023,16.882,1.245,True
7239_liver_sbr_Male_52-U1,SBR,Tgfbr1,receptor,vSMCs,1671,12.867,0.1532,16.923,12.524,1.351,True
7239_liver_sbr_Male_52-U1,SBR,Tgfbr2,receptor,B-cells,911,35.565,0.4896,42.553,35.185,1.209,True
7239_liver_sbr_Male_52-U1,SBR,Tgfbr2,receptor,Biliary/ductular,16735,10.78,0.1245,14.364,10.438,1.376,True
7239_liver_sbr_Male_52-U1,SBR,Tgfbr2,receptor,Central venous LSECs,661,43.419,0.6868,56.061,42.017,1.334,True
7239_liver_sbr_Male_52-U1,SBR,Tgfbr2,receptor,DC,2035,25.111,0.3135,24.294,25.188,0.964,True
7239_liver_sbr_Male_52-U1,SBR,Tgfbr2,receptor,Hepatic stellate cells,8676,23.11,0.291,28.287,22.618,1.251,True
7239_liver_sbr_Male_52-U1,SBR,Tgfbr2,receptor,Hepatocytes,27239,23.007,0.3036,27.494,19.331,1.422,True
7239_liver_sbr_Male_52-U1,SBR,Tgfbr2,receptor,Kupffer cells,6812,31.21,0.4088,35.139,30.772,1.142,True
7239_liver_sbr_Male_52-U1,SBR,Tgfbr2,receptor,LSECs,7637,29.252,0.3856,34.075,28.535,1.194,True
7239_liver_sbr_Male_52-U1,SBR,Tgfbr2,receptor,Proliferating,693,28.571,0.3983,33.952,22.152,1.533,True
7239_liver_sbr_Male_52-U1,SBR,Tgfbr2,receptor,T/NK cells,2267,33.26,0.4416,38.068,32.855,1.159,True
7239_liver_sbr_Male_52-U1,SBR,Tgfbr2,receptor,vSMCs,1671,36.804,0.5404,40.769,36.47,1.118,True
7239_liver_sbr_Male_52-U1,SBR,Thbs1,ligand,B-cells,911,6.806,0.101,6.383,6.829,0.935,True
7239_liver_sbr_Male_52-U1,SBR,Thbs1,ligand,Biliary/ductular,16735,11.766,0.1733,13.54,11.597,1.168,True
7239_liver_sbr_Male_52-U1,SBR,Thbs1,ligand,Central venous LSECs,661,3.782,0.0545,0.0,4.202,0.0,True
7239_liver_sbr_Male_52-U1,SBR,Thbs1,ligand,DC,2035,11.843,0.2428,14.689,11.572,1.269,True
7239_liver_sbr_Male_52-U1,SBR,Thbs1,ligand,Hepatic stellate cells,8676,17.358,0.3046,20.85,17.026,1.225,True
7239_liver_sbr_Male_52-U1,SBR,Thbs1,ligand,Hepatocytes,27239,2.963,0.0369,3.301,2.685,1.229,True
7239_liver_sbr_Male_52-U1,SBR,Thbs1,ligand,Kupffer cells,6812,6.474,0.0975,8.199,6.282,1.305,True
7239_liver_sbr_Male_52-U1,SBR,Thbs1,ligand,LSECs,7637,2.37,0.0331,3.134,2.256,1.389,True
7239_liver_sbr_Male_52-U1,SBR,Thbs1,ligand,Proliferating,693,5.483,0.0664,4.509,6.646,0.679,True
7239_liver_sbr_Male_52-U1,SBR,Thbs1,ligand,T/NK cells,2267,7.014,0.1081,6.818,7.03,0.97,True
7239_liver_sbr_Male_52-U1,SBR,Thbs1,ligand,vSMCs,1671,21.724,0.5087,13.846,22.388,0.618,True
7239_liver_sbr_Male_52-U1,SBR,Timp1,ligand,B-cells,911,0.988,0.011,0.0,1.042,0.0,True
7239_liver_sbr_Male_52-U1,SBR,Timp1,ligand,Biliary/ductular,16735,0.711,0.0073,0.481,0.733,0.656,True
7239_liver_sbr_Male_52-U1,SBR,Timp1,ligand,Central venous LSECs,661,1.967,0.0227,4.545,1.681,2.705,True
7239_liver_sbr_Male_52-U1,SBR,Timp1,ligand,DC,2035,1.769,0.0206,1.13,1.83,0.617,True
7239_liver_sbr_Male_52-U1,SBR,Timp1,ligand,Hepatic stellate cells,8676,2.063,0.0232,3.187,1.956,1.629,True
7239_liver_sbr_Male_52-U1,SBR,Timp1,ligand,Hepatocytes,27239,0.569,0.0058,0.677,0.481,1.407,True
7239_liver_sbr_Male_52-U1,SBR,Timp1,ligand,Kupffer cells,6812,0.851,0.0098,0.878,0.848,1.035,True
7239_liver_sbr_Male_52-U1,SBR,Timp1,ligand,LSECs,7637,0.445,0.0046,0.91,0.376,2.42,True
7239_liver_sbr_Male_52-U1,SBR,Timp1,ligand,Proliferating,693,0.866,0.0087,0.531,1.266,0.419,True
7239_liver_sbr_Male_52-U1,SBR,Timp1,ligand,T/NK cells,2267,1.191,0.0124,2.273,1.1,2.066,True
7239_liver_sbr_Male_52-U1,SBR,Timp1,ligand,vSMCs,1671,3.112,0.0329,3.846,3.05,1.261,True
7239_liver_sbr_Male_52-U1,SBR,Tnf,ligand,B-cells,911,0.22,0.0022,0.0,0.231,0.0,True
7239_liver_sbr_Male_52-U1,SBR,Tnf,ligand,Biliary/ductular,16735,0.58,0.0062,0.344,0.602,0.571,True
7239_liver_sbr_Male_52-U1,SBR,Tnf,ligand,Central venous LSECs,661,0.151,0.0015,0.0,0.168,0.0,True
7239_liver_sbr_Male_52-U1,SBR,Tnf,ligand,DC,2035,1.376,0.0152,3.955,1.13,3.499,True
7239_liver_sbr_Male_52-U1,SBR,Tnf,ligand,Hepatic stellate cells,8676,0.104,0.001,0.266,0.088,3.006,True
7239_liver_sbr_Male_52-U1,SBR,Tnf,ligand,Hepatocytes,27239,0.169,0.0018,0.228,0.12,1.898,True
7239_liver_sbr_Male_52-U1,SBR,Tnf,ligand,Kupffer cells,6812,1.703,0.0188,3.367,1.517,2.219,True
7239_liver_sbr_Male_52-U1,SBR,Tnf,ligand,LSECs,7637,0.092,0.0009,0.303,0.06,5.041,True
7239_liver_sbr_Male_52-U1,SBR,Tnf,ligand,Proliferating,693,0.289,0.0029,0.531,0.0,,True
7239_liver_sbr_Male_52-U1,SBR,Tnf,ligand,T/NK cells,2267,2.073,0.0229,2.841,2.009,1.414,True
7239_liver_sbr_Male_52-U1,SBR,Tnf,ligand,vSMCs,1671,0.18,0.0024,0.0,0.195,0.0,True
7239_liver_sbr_Male_52-U1,SBR,Tnfrsf1a,receptor,B-cells,911,22.393,0.2997,25.532,22.222,1.149,True
7239_liver_sbr_Male_52-U1,SBR,Tnfrsf1a,receptor,Biliary/ductular,16735,25.868,0.319,29.003,25.569,1.134,True
7239_liver_sbr_Male_52-U1,SBR,Tnfrsf1a,receptor,Central venous LSECs,661,51.135,0.7988,66.667,49.412,1.349,True
7239_liver_sbr_Male_52-U1,SBR,Tnfrsf1a,receptor,DC,2035,35.381,0.5125,42.373,34.715,1.221,True
7239_liver_sbr_Male_52-U1,SBR,Tnfrsf1a,receptor,Hepatic stellate cells,8676,41.033,0.592,51.926,39.997,1.298,True
7239_liver_sbr_Male_52-U1,SBR,Tnfrsf1a,receptor,Hepatocytes,27239,52.487,0.9301,62.903,43.952,1.431,True
7239_liver_sbr_Male_52-U1,SBR,Tnfrsf1a,receptor,Kupffer cells,6812,43.247,0.6656,53.148,42.144,1.261,True
7239_liver_sbr_Male_52-U1,SBR,Tnfrsf1a,receptor,LSECs,7637,52.128,0.8311,60.061,50.948,1.179,True
7239_liver_sbr_Male_52-U1,SBR,Tnfrsf1a,receptor,Proliferating,693,58.009,1.0996,69.761,43.987,1.586,True
7239_liver_sbr_Male_52-U1,SBR,Tnfrsf1a,receptor,T/NK cells,2267,30.834,0.4036,39.773,30.081,1.322,True
7239_liver_sbr_Male_52-U1,SBR,Tnfrsf1a,receptor,vSMCs,1671,36.326,0.5494,51.538,35.042,1.471,True
7239_liver_sbr_Male_52-U1,SBR,Tnfrsf1b,receptor,B-cells,911,16.795,0.2108,19.149,16.667,1.149,True
7239_liver_sbr_Male_52-U1,SBR,Tnfrsf1b,receptor,Biliary/ductular,16735,6.788,0.0754,9.622,6.518,1.476,True
7239_liver_sbr_Male_52-U1,SBR,Tnfrsf1b,receptor,Central venous LSECs,661,14.221,0.1664,21.212,13.445,1.578,True
7239_liver_sbr_Male_52-U1,SBR,Tnfrsf1b,receptor,DC,2035,25.602,0.3877,25.989,25.565,1.017,True
7239_liver_sbr_Male_52-U1,SBR,Tnfrsf1b,receptor,Hepatic stellate cells,8676,27.121,0.3562,35.724,26.303,1.358,True
7239_liver_sbr_Male_52-U1,SBR,Tnfrsf1b,receptor,Hepatocytes,27239,28.514,0.3898,35.841,22.51,1.592,True
7239_liver_sbr_Male_52-U1,SBR,Tnfrsf1b,receptor,Kupffer cells,6812,45.435,0.7352,54.905,44.379,1.237,True
7239_liver_sbr_Male_52-U1,SBR,Tnfrsf1b,receptor,LSECs,7637,6.77,0.0788,9.606,6.348,1.513,True
7239_liver_sbr_Male_52-U1,SBR,Tnfrsf1b,receptor,Proliferating,693,20.635,0.2482,26.79,13.291,2.016,True
7239_liver_sbr_Male_52-U1,SBR,Tnfrsf1b,receptor,T/NK cells,2267,32.819,0.4429,34.091,32.712,1.042,True
7239_liver_sbr_Male_52-U1,SBR,Tnfrsf1b,receptor,vSMCs,1671,13.226,0.167,14.615,13.108,1.115,True
7361_liver_sbr_Male_2-U1,SBR,Ackr3,receptor,B-cells,377,0.531,0.0053,0.0,0.595,0.0,True
7361_liver_sbr_Male_2-U1,SBR,Ackr3,receptor,Biliary/ductular,4376,2.057,0.0224,2.548,2.038,1.25,True
7361_liver_sbr_Male_2-U1,SBR,Ackr3,receptor,Central venous LSECs,1260,11.19,0.1817,18.803,10.411,1.806,True
7361_liver_sbr_Male_2-U1,SBR,Ackr3,receptor,DC,4751,1.137,0.012,1.639,1.087,1.508,True
7361_liver_sbr_Male_2-U1,SBR,Ackr3,receptor,Hepatic stellate cells,11749,0.494,0.0049,0.576,0.481,1.198,True
7361_liver_sbr_Male_2-U1,SBR,Ackr3,receptor,Hepatocytes,81414,0.445,0.0047,0.562,0.405,1.39,True
7361_liver_sbr_Male_2-U1,SBR,Ackr3,receptor,Inflammatory macs,14315,0.58,0.0061,0.903,0.524,1.722,True
7361_liver_sbr_Male_2-U1,SBR,Ackr3,receptor,Kupffer cells,12845,0.389,0.004,0.596,0.358,1.664,True
7361_liver_sbr_Male_2-U1,SBR,Ackr3,receptor,LSECs,22448,2.183,0.0253,3.546,1.892,1.874,True
7361_liver_sbr_Male_2-U1,SBR,Ackr3,receptor,Proliferating,4319,0.486,0.0056,0.267,0.602,0.444,True
7361_liver_sbr_Male_2-U1,SBR,Ackr3,receptor,T/NK cells,3725,0.805,0.0091,0.829,0.803,1.032,True
7361_liver_sbr_Male_2-U1,SBR,Ccl2,ligand,B-cells,377,6.366,0.13,12.195,5.655,2.157,True
7361_liver_sbr_Male_2-U1,SBR,Ccl2,ligand,Biliary/ductular,4376,0.64,0.0064,1.274,0.616,2.067,True
7361_liver_sbr_Male_2-U1,SBR,Ccl2,ligand,Central venous LSECs,1260,4.762,0.0603,5.128,4.724,1.085,True
7361_liver_sbr_Male_2-U1,SBR,Ccl2,ligand,DC,4751,8.567,0.1507,13.817,8.048,1.717,True
7361_liver_sbr_Male_2-U1,SBR,Ccl2,ligand,Hepatic stellate cells,11749,18.104,0.4986,26.633,16.796,1.586,True
7361_liver_sbr_Male_2-U1,SBR,Ccl2,ligand,Hepatocytes,81414,3.396,0.0454,4.809,2.917,1.649,True
7361_liver_sbr_Male_2-U1,SBR,Ccl2,ligand,Inflammatory macs,14315,24.953,0.5591,32.399,23.669,1.369,True
7361_liver_sbr_Male_2-U1,SBR,Ccl2,ligand,Kupffer cells,12845,4.951,0.0746,7.986,4.495,1.776,True
7361_liver_sbr_Male_2-U1,SBR,Ccl2,ligand,LSECs,22448,6.401,0.1386,10.765,5.47,1.968,True
7361_liver_sbr_Male_2-U1,SBR,Ccl2,ligand,Proliferating,4319,3.218,0.0665,3.407,3.118,1.093,True
7361_liver_sbr_Male_2-U1,SBR,Ccl2,ligand,T/NK cells,3725,9.128,0.1549,14.641,8.534,1.716,True
7361_liver_sbr_Male_2-U1,SBR,Ccr2,receptor,B-cells,377,2.387,0.0265,0.0,2.679,0.0,True
7361_liver_sbr_Male_2-U1,SBR,Ccr2,receptor,Biliary/ductular,4376,1.005,0.0103,0.0,1.043,0.0,True
7361_liver_sbr_Male_2-U1,SBR,Ccr2,receptor,Central venous LSECs,1260,2.54,0.031,0.855,2.712,0.315,True
7361_liver_sbr_Male_2-U1,SBR,Ccr2,receptor,DC,4751,26.794,0.3968,28.571,26.619,1.073,True
7361_liver_sbr_Male_2-U1,SBR,Ccr2,receptor,Hepatic stellate cells,11749,1.992,0.0248,2.753,1.875,1.468,True
7361_liver_sbr_Male_2-U1,SBR,Ccr2,receptor,Hepatocytes,81414,0.499,0.0053,0.674,0.439,1.534,True
7361_liver_sbr_Male_2-U1,SBR,Ccr2,receptor,Inflammatory macs,14315,20.405,0.3144,20.903,20.319,1.029,True
7361_liver_sbr_Male_2-U1,SBR,Ccr2,receptor,Kupffer cells,12845,3.215,0.0385,3.635,3.152,1.153,True
7361_liver_sbr_Male_2-U1,SBR,Ccr2,receptor,LSECs,22448,0.744,0.0083,1.114,0.665,1.676,True
7361_liver_sbr_Male_2-U1,SBR,Ccr2,receptor,Proliferating,4319,1.204,0.0134,1.136,1.24,0.916,True
7361_liver_sbr_Male_2-U1,SBR,Ccr2,receptor,T/NK cells,3725,16.725,0.2156,19.613,16.414,1.195,True
7361_liver_sbr_Male_2-U1,SBR,Cd47,receptor,B-cells,377,51.989,0.8037,51.22,52.083,0.983,True
7361_liver_sbr_Male_2-U1,SBR,Cd47,receptor,Biliary/ductular,4376,34.484,0.4577,44.586,34.108,1.307,True
7361_liver_sbr_Male_2-U1,SBR,Cd47,receptor,Central venous LSECs,1260,45.0,0.673,52.137,44.269,1.178,True
