held_out,lam,beta,n_test,ll,ll_per_cell,rss_tr_per_cell,rss_te_per_cell,ll0,ll0_per_cell,dll_vs_cov,celltype,module,basis,design,n_sections
7248_liver_sham_Male_26-U1,49.99999999999999,-0.011968418561437882,8094,-10987.303781945764,-1.3574627850192444,0.8917702572670688,0.8842726866971706,-10982.410943206007,-1.356858283074624,-4.892838739757281,Biliary/ductular,emt_ecm,sup,ctrl,6
7352_liver_sham_Male_2-U1,6.999999999999999,0.008260336791316334,3935,-5289.140623984675,-1.344127223376029,0.8920619193626438,0.8604705967222472,-5289.277757649788,-1.3441620731003274,0.13713366511365166,Biliary/ductular,emt_ecm,sup,ctrl,6
7435_liver_sham_Male_10-U1,6.999999999999999,0.008688486946736419,3839,-5134.072698300994,-1.3373463657986437,0.8925012864252571,0.8483472368191751,-5133.838080600515,-1.3372852515239686,-0.23461770047833852,Biliary/ductular,emt_ecm,sup,ctrl,6
7259_liver_sbr_Male_26-U1,6.999999999999999,0.02459639768800466,32233,-45735.27410479488,-1.4188959794246543,0.9993950172207735,0.9999147834750117,-45736.645742634806,-1.4189385332620237,1.3716378399258247,Biliary/ductular,emt_ecm,near,naive,6
7260_liver_sbr_Male_26-U1,8.14292620081837,0.017344819704196844,27995,-39712.85258804776,-1.418569479837391,0.9996991572294288,0.9992620504872117,-39723.184238482514,-1.418938533255314,10.3316504347531,Biliary/ductular,emt_ecm,near,naive,6
7001_liver_sham_Male_52-U1,6.999999999999999,0.019418480047031707,22161,-31437.65063660231,-1.4186025286134338,0.9996229226326628,0.9993281607168588,-31445.096835305525,-1.4189385332478464,7.446198703215487,Biliary/ductular,emt_ecm,near,naive,6
7248_liver_sham_Male_26-U1,6.999999999999999,0.023181027183155276,8094,-11487.38655759055,-1.419247165504145,0.9994626399787339,1.0006168263519255,-11484.888488007533,-1.4189385332354254,-2.4980695830163313,Biliary/ductular,emt_ecm,near,naive,6
7352_liver_sham_Male_2-U1,6.999999999999999,0.021976228378763698,3935,-5584.400191353992,-1.4191614209285877,0.9995170453862444,1.0004454725410867,-5583.523128270963,-1.4189385332327733,-0.8770630830294976,Biliary/ductular,emt_ecm,near,naive,6
7435_liver_sham_Male_10-U1,6.999999999999999,0.02015740455711154,3839,-5444.59734125287,-1.4182332225196328,0.999593679041521,0.9985898368351338,-5447.305029080398,-1.4189385332327162,2.7076878275274794,Biliary/ductular,emt_ecm,near,naive,6
7259_liver_sbr_Male_26-U1,6.999999999999999,0.02728219990771771,32233,-45735.02161568085,-1.418888146175685,0.9992556815681953,0.9998990520782118,-45736.645742634806,-1.4189385332620237,1.6241269539532368,Biliary/ductular,emt_ecm,sup,naive,6
7260_liver_sbr_Male_26-U1,9.472463873139185,0.018461860134496383,27995,-39710.80696389888,-1.4184964087836713,0.999659159720374,0.9991159703489884,-39723.184238482514,-1.418938533255314,12.377274583632243,Biliary/ductular,emt_ecm,sup,naive,6
7001_liver_sham_Male_52-U1,6.999999999999999,0.02185970673541284,22161,-31436.46053217027,-1.4185488259631907,0.9995221532214417,0.9992208311147165,-31445.096835305525,-1.4189385332478464,8.63630313525573,Biliary/ductular,emt_ecm,sup,naive,6
7248_liver_sham_Male_26-U1,6.999999999999999,0.026008016586001808,8094,-11488.782847885397,-1.419419674806696,0.9993235830732622,1.000961457421796,-11484.888488007533,-1.4189385332354254,-3.89435987786419,Biliary/ductular,emt_ecm,sup,naive,6
7352_liver_sham_Male_2-U1,6.999999999999999,0.02435681754557518,3935,-5584.612774487778,-1.4192154445966398,0.9994067454390516,1.0005533541791953,-5583.523128270963,-1.4189385332327733,-1.0896462168147991,Biliary/ductular,emt_ecm,sup,naive,6
7435_liver_sham_Male_10-U1,6.999999999999999,0.022405901030520523,3839,-5444.120350491865,-1.4181089738191885,0.9994979755990105,0.9983415508634788,-5447.305029080398,-1.4189385332327162,3.1846785885327336,Biliary/ductular,emt_ecm,sup,naive,6
