section,arm,week,call,celltype,module,n,lam,n_perm,beta_obs,sender_set,N1_null_mean,N1_null_sd,N1_null_lo,N1_null_hi,N1_sf,N1_p,N3_null_mean,N3_null_sd,N3_null_lo,N3_null_hi,N3_sf,N3_p,N4_null_mean,N4_null_sd,N4_null_lo,N4_null_hi,N4_sf,N4_p
7260_liver_sbr_Male_26-U1,sbr,26,tierApm_p95,Proliferating,il6_jak_stat3,3548,6.999999999999999,1000,0.006179437616571413,A_sender_for_il6_jak_stat3,0.01567121520207334,0.0062777580742700645,0.0035424527640858226,0.02799656836509295,-1.536026119925186,0.929,9.962826836234736e-05,0.00419081273060786,-0.007654833258877397,0.008817032181264766,0.9838774538163192,0.151,0.0007889618296395666,0.0036456781437067963,-0.006297854745446898,0.007467062453705921,0.8723246549938775,0.096
7260_liver_sbr_Male_26-U1,sbr,26,tierApm_p95,T/NK cells,il6_jak_stat3,5349,23.47241150476913,1000,0.012239722775175366,A_sender_for_il6_jak_stat3,0.00949921828532932,0.0024277162125509086,0.004858223445742814,0.014352076755466254,0.2239024968281426,0.125,2.0308732609022522e-05,0.005016114851844241,-0.009220329705369916,0.009808025866029359,0.9983407522390775,0.005,0.00026574574704814325,0.0036142549693472825,-0.006519835435406228,0.0074134166438574265,0.978288254404983,0.0
7260_liver_sbr_Male_26-U1,sbr,26,tierApm_p95,vSMCs,il6_jak_stat3,4963,16.49296129703063,1000,-0.004323796737428436,A_sender_for_il6_jak_stat3,-0.0007163440196049013,0.0026664079939144572,-0.005954319402184017,0.0043390913120559,0.8343252324042076,0.117,0.00021401508662727874,0.0051678284247879845,-0.009470801983697524,0.010732334432087999,1.049497027641166,0.419,-0.0007586222784113033,0.00390322797127525,-0.008055478589565599,0.006231789896973719,0.8245471920906043,0.282
7260_liver_sbr_Male_26-U1,sbr,26,tierApm_p95,Biliary/ductular,interferon_response,27631,6.999999999999999,1000,0.0004979470103345821,A_sender_for_interferon_response,0.0008148045257800828,0.0007729363263783639,-0.0006527553249283727,0.002343848908956276,-0.6363277796016824,0.71,-6.93992106278136e-05,0.0020714540085422467,-0.004219234259479955,0.004177113900413826,1.13937067436389,0.796,2.4538915146590345e-05,0.0017955110694519753,-0.003420333929669142,0.0033412475276653362,0.9507198263323198,0.793
7260_liver_sbr_Male_26-U1,sbr,26,tierApm_p95,DC,interferon_response,5495,36.94920399670096,1000,0.004405700599822109,A_sender_for_interferon_response,0.006882433234816764,0.002833515885304779,0.0017070049542921445,0.012490651185723865,-0.5621654442643378,0.812,-0.00010714709619025756,0.004390173951391972,-0.008871246810667408,0.007551914532144322,1.0243201038660192,0.335,-0.0044387499062528155,0.003552119883747244,-0.010614855660891303,0.0033240606844228706,2.0075014871487276,0.544
7260_liver_sbr_Male_26-U1,sbr,26,tierApm_p95,Endothelial,interferon_response,22280,16.49296129703063,1000,0.005254126572857505,A_sender_for_interferon_response,0.000983902731969454,0.0009353354179601151,-0.0008339738429665904,0.0027378223133688595,0.8127371470165499,0.0,8.465515985440832e-05,0.0021282234304407415,-0.0037248538486912104,0.004057530576516373,0.983887872002983,0.007,0.001104333822813963,0.0014946922079296765,-0.0016961953309766742,0.0041537039982373035,0.7898159080295318,0.003
7260_liver_sbr_Male_26-U1,sbr,26,tierApm_p95,Hepatocytes,interferon_response,52696,45.204502969779604,1000,-0.0011550872378779014,A_sender_for_interferon_response,-0.0009573366409895898,0.0004780786670524863,-0.00184569356314502,-4.3872583611646304e-05,0.17119970717676203,0.335,0.00020601964720772024,0.0029300432337610997,-0.005321233578640746,0.005208061862854801,1.1783585173932096,0.774,0.0016313941005910077,0.0009623305694341198,-0.00011051994201267306,0.0035194332082960906,2.4123557486343334,0.672
7260_liver_sbr_Male_26-U1,sbr,26,tierApm_p95,Macrophages,interferon_response,18042,6.999999999999999,1000,0.004003599935950788,A_sender_for_interferon_response,0.0005824229881910885,0.0013434482277792528,-0.0020171071245299148,0.0031780674042555025,0.8545251779626746,0.006,0.00011043821940439013,0.003791778753196844,-0.007488073187396742,0.0073253086361342685,0.9724152709633405,0.299,-0.000164019278444425,0.003091008995580735,-0.006344708425493808,0.005598491388849551,1.0409679491128958,0.205
7260_liver_sbr_Male_26-U1,sbr,26,tierApm_p95,Mesenchymal,interferon_response,28921,49.99999999999999,1000,-0.001826295814001067,A_sender_for_interferon_response,-0.0009059658910344363,0.0010142879162080946,-0.0028617919858001752,0.0011669077071997922,0.5039325589595274,0.186,0.00028917454202990176,0.002754925613676096,-0.004272885312619117,0.0051511545616628315,1.158339377341273,0.62,0.001308174175837539,0.0016709100339273133,-0.001310300079076657,0.0045881553268845715,1.7162991700515253,0.408
7260_liver_sbr_Male_26-U1,sbr,26,tierApm_p95,Proliferating,interferon_response,3554,6.999999999999999,1000,0.0058124000465560035,A_sender_for_interferon_response,0.009828249282897857,0.00557332055318097,-0.0003165480615321514,0.020836297711175372,-0.6909106744504531,0.758,-0.00020552090685532607,0.00385424781709793,-0.00741232575123233,0.0075723080393270015,1.0353590436324325,0.13,0.001516452486015794,0.003381306018241349,-0.004808715396142293,0.008436888201341617,0.7391004621379543,0.118
