panel,section,celltype,module,series,bin_lo,bin_hi,n,value,lo,hi,sem
2b,7248_liver_sham_Male_26-U1,Hepatocytes,tnfa_nfkb_proximal,matched_decoy_N2,65.0,70.0,2672.0,-0.0246155913243706,,,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,tnfa_nfkb_proximal,observed,70.0,75.0,2193.0,-0.0251826219700813,,,0.0003413598080528
2b,7248_liver_sham_Male_26-U1,Hepatocytes,tnfa_nfkb_proximal,matched_decoy_N2,70.0,75.0,1965.0,-0.0249511959205754,,,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,tnfa_nfkb_proximal,observed,75.0,80.0,1654.0,-0.0260608283097692,,,0.0003858680626866
2b,7248_liver_sham_Male_26-U1,Hepatocytes,tnfa_nfkb_proximal,matched_decoy_N2,75.0,80.0,1597.0,-0.0246459987480266,,,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,tnfa_nfkb_proximal,observed,80.0,85.0,1279.0,-0.0247211024216767,,,0.0004424171636238
2b,7248_liver_sham_Male_26-U1,Hepatocytes,tnfa_nfkb_proximal,matched_decoy_N2,80.0,85.0,1177.0,-0.0240774936284934,,,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,tnfa_nfkb_proximal,observed,85.0,90.0,898.0,-0.0256213585556449,,,0.000527272199418
2b,7248_liver_sham_Male_26-U1,Hepatocytes,tnfa_nfkb_proximal,matched_decoy_N2,85.0,90.0,833.0,-0.0250551260395033,,,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,tnfa_nfkb_proximal,observed,90.0,95.0,604.0,-0.0262666721450871,,,0.0006503464264105
2b,7248_liver_sham_Male_26-U1,Hepatocytes,tnfa_nfkb_proximal,matched_decoy_N2,90.0,95.0,526.0,-0.0246189353698085,,,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,tnfa_nfkb_proximal,observed,95.0,100.0,510.0,-0.0244061568709987,,,0.0007389670520524
2b,7248_liver_sham_Male_26-U1,Hepatocytes,tnfa_nfkb_proximal,matched_decoy_N2,95.0,100.0,1206.0,-0.0244001824008941,,,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3,0.0,5.0,,-0.025175264950481,-0.0261652665923865,-0.0242404426824069,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3,5.0,10.0,,-0.0251842293524302,-0.0257750091265294,-0.0245126116661917,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3,10.0,15.0,,-0.0251857388859079,-0.0256827269450333,-0.0246632773333544,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3,15.0,20.0,,-0.0251913231550898,-0.0256483700952068,-0.0247101953166421,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3,20.0,25.0,,-0.0251848889466484,-0.0256064968736943,-0.0247400368127938,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3,25.0,30.0,,-0.0251753693296207,-0.0255489227907043,-0.0247659539789619,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3,30.0,35.0,,-0.0251823793711669,-0.0255751238850312,-0.0247763722267291,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3,35.0,40.0,,-0.0251870978495348,-0.0256059940497059,-0.0247658300862413,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3,40.0,45.0,,-0.025186471537277,-0.0255875825774198,-0.0247842449990569,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3,45.0,50.0,,-0.0251666382385213,-0.0256220756051934,-0.0246517616529278,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3,50.0,55.0,,-0.0251883616242825,-0.0256804284993615,-0.0247144613059635,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3,55.0,60.0,,-0.0251655246952028,-0.0256772349500271,-0.0246193851134852,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3,60.0,65.0,,-0.0251750757165104,-0.025699997430851,-0.0245638241836842,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3,65.0,70.0,,-0.0251763569218286,-0.0258134875039172,-0.0245559382145353,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3,70.0,75.0,,-0.0251875204393288,-0.0258163302744094,-0.0244976576685835,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3,75.0,80.0,,-0.0251795619468418,-0.0259440158465153,-0.0244164620714319,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3,80.0,85.0,,-0.0251996485787502,-0.0260029848086252,-0.0243986486050771,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3,85.0,90.0,,-0.0251621178420627,-0.0260801819728497,-0.024188656932397,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3,90.0,95.0,,-0.0251592673056478,-0.0261818440707071,-0.0241463216106161,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3,95.0,100.0,,-0.0251459562218125,-0.0259757123736253,-0.0241056875197093,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_snap,0.0,5.0,,-0.0252050301595339,-0.0257456003810721,-0.0246413785876205,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_snap,5.0,10.0,,-0.0240834276556893,-0.0252803523917276,-0.0228334596743269,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_snap,10.0,15.0,,-0.0250031594121897,-0.0255126476637223,-0.0244367043712667,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_snap,15.0,20.0,,-0.0252672170961175,-0.0256950852545819,-0.0248081293852521,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_snap,20.0,25.0,,-0.0252432338765659,-0.0256211184149303,-0.0248571643323678,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_snap,25.0,30.0,,-0.0251658497241644,-0.0255764784742642,-0.0247676811178098,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_snap,30.0,35.0,,-0.0251785350792286,-0.0255593925433452,-0.0247966731700056,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_snap,35.0,40.0,,-0.025254778361654,-0.0256529365615617,-0.024856119168677,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_snap,40.0,45.0,,-0.0251893213300248,-0.0255903065611355,-0.0247901638308825,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_snap,45.0,50.0,,-0.0251953211199125,-0.0256590966604937,-0.0247549444293754,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_snap,50.0,55.0,,-0.0251662686753269,-0.0256395525548231,-0.0247028063002023,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_snap,55.0,60.0,,-0.025173335308911,-0.025707388954021,-0.0246333257792266,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_snap,60.0,65.0,,-0.0251787769400449,-0.025747144880125,-0.0245627179052624,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_snap,65.0,70.0,,-0.0251879721463579,-0.0257739666647786,-0.0245536430512421,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_snap,70.0,75.0,,-0.0251709119238109,-0.0258919371559443,-0.0244547266544842,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_snap,75.0,80.0,,-0.0252462119377526,-0.0259650320132757,-0.0245210147384153,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_snap,80.0,85.0,,-0.0251762024351799,-0.0259580475017093,-0.024378855076128,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_snap,85.0,90.0,,-0.0252215288180464,-0.0261335023936824,-0.0243013887263195,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_snap,90.0,95.0,,-0.0252252515843921,-0.0261570649090338,-0.024261715613494,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_snap,95.0,100.0,,-0.0251540528897221,-0.0259777527376463,-0.0241480114525423,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_occ15,0.0,5.0,,-0.0253420789826501,-0.0261049581431975,-0.0244668729760707,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_occ15,5.0,10.0,,-0.0253645280676726,-0.0258477573987475,-0.024875427555663,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_occ15,10.0,15.0,,-0.0253293094049432,-0.0257294062537492,-0.0248957414139322,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_occ15,15.0,20.0,,-0.0253319735536447,-0.0256619555517805,-0.0249558503061564,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_occ15,20.0,25.0,,-0.0252952594103339,-0.025628115065037,-0.0249323315213599,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_occ15,25.0,30.0,,-0.0252819348485945,-0.0255934439170955,-0.0249527570606123,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_occ15,30.0,35.0,,-0.0252625992947567,-0.025613304432002,-0.0248946005214779,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_occ15,35.0,40.0,,-0.0252245720429811,-0.0255817355170695,-0.0248659423966574,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_occ15,40.0,45.0,,-0.0251990641184988,-0.0255506821624387,-0.0248410438260784,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_occ15,45.0,50.0,,-0.025163338701063,-0.0255515732390512,-0.0247906740187911,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_occ15,50.0,55.0,,-0.0251122783294567,-0.0255700567638127,-0.0246932794478014,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_occ15,55.0,60.0,,-0.0250767170045537,-0.0255304083038362,-0.024633018658702,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_occ15,60.0,65.0,,-0.0250480077886546,-0.0255148844127724,-0.0244753984865496,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_occ15,65.0,70.0,,-0.0250392900499945,-0.0255788815749303,-0.0244786286867731,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_occ15,70.0,75.0,,-0.0249810070389577,-0.0256320004535944,-0.0243005972116483,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_occ15,75.0,80.0,,-0.0249753596711779,-0.0257091732395445,-0.024210453416875,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_occ15,80.0,85.0,,-0.0249652667268461,-0.0257982686139185,-0.0241617695744617,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_occ15,85.0,90.0,,-0.0249637058384873,-0.0259121290389591,-0.0240482772466066,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_occ15,90.0,95.0,,-0.0249964898823101,-0.0260731737025143,-0.0238800424642734,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_occ15,95.0,100.0,,-0.0247481869774084,-0.0257590795816928,-0.0237896896723584,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,tnfa_nfkb_proximal,observed,0.0,5.0,13.0,0.0098176917168669,,,0.0161541931207283
2b,7352_liver_sham_Male_2-U1,Hepatocytes,tnfa_nfkb_proximal,matched_decoy_N2,0.0,5.0,3721.0,-0.015603198080856,,,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,tnfa_nfkb_proximal,observed,5.0,10.0,1825.0,-0.0146942356260703,,,0.0004128147681244
2b,7352_liver_sham_Male_2-U1,Hepatocytes,tnfa_nfkb_proximal,matched_decoy_N2,5.0,10.0,1639.0,-0.0152012141623077,,,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,tnfa_nfkb_proximal,observed,10.0,15.0,6005.0,-0.0156707194012211,,,0.0002113846618879
2b,7352_liver_sham_Male_2-U1,Hepatocytes,tnfa_nfkb_proximal,matched_decoy_N2,10.0,15.0,5583.0,-0.0159951119520631,,,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,tnfa_nfkb_proximal,observed,15.0,20.0,7150.0,-0.0157836783371932,,,0.0001846782464347
2b,7352_liver_sham_Male_2-U1,Hepatocytes,tnfa_nfkb_proximal,matched_decoy_N2,15.0,20.0,6968.0,-0.016103638058654,,,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,tnfa_nfkb_proximal,observed,20.0,25.0,7397.0,-0.0155948654872596,,,0.0001928218087984
2b,7352_liver_sham_Male_2-U1,Hepatocytes,tnfa_nfkb_proximal,matched_decoy_N2,20.0,25.0,7011.0,-0.0157781700160793,,,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,tnfa_nfkb_proximal,observed,25.0,30.0,7617.0,-0.0159197820787106,,,0.0001821974860251
2b,7352_liver_sham_Male_2-U1,Hepatocytes,tnfa_nfkb_proximal,matched_decoy_N2,25.0,30.0,7071.0,-0.016154108341082,,,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,tnfa_nfkb_proximal,observed,30.0,35.0,7507.0,-0.0160467616849645,,,0.0001789261746629
2b,7352_liver_sham_Male_2-U1,Hepatocytes,tnfa_nfkb_proximal,matched_decoy_N2,30.0,35.0,7115.0,-0.0159962403438939,,,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,tnfa_nfkb_proximal,observed,35.0,40.0,6857.0,-0.0162244786331694,,,0.0001822664871678
2b,7352_liver_sham_Male_2-U1,Hepatocytes,tnfa_nfkb_proximal,matched_decoy_N2,35.0,40.0,6693.0,-0.0159875706015435,,,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,tnfa_nfkb_proximal,observed,40.0,45.0,5933.0,-0.0160268683606883,,,0.0001987425894871
2b,7352_liver_sham_Male_2-U1,Hepatocytes,tnfa_nfkb_proximal,matched_decoy_N2,40.0,45.0,5566.0,-0.0158415181482325,,,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,tnfa_nfkb_proximal,observed,45.0,50.0,5007.0,-0.0161016017655919,,,0.0002073577689033
2b,7352_liver_sham_Male_2-U1,Hepatocytes,tnfa_nfkb_proximal,matched_decoy_N2,45.0,50.0,4776.0,-0.0160155757984767,,,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,tnfa_nfkb_proximal,observed,50.0,55.0,4080.0,-0.0159557254797262,,,0.0002403446356677
2b,7352_liver_sham_Male_2-U1,Hepatocytes,tnfa_nfkb_proximal,matched_decoy_N2,50.0,55.0,3821.0,-0.0157778434926071,,,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,tnfa_nfkb_proximal,observed,55.0,60.0,3175.0,-0.0160327464652508,,,0.0002641935075341
2b,7352_liver_sham_Male_2-U1,Hepatocytes,tnfa_nfkb_proximal,matched_decoy_N2,55.0,60.0,3015.0,-0.0163862885410524,,,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,tnfa_nfkb_proximal,observed,60.0,65.0,2344.0,-0.0162445392578644,,,0.0003101810703677
2b,7352_liver_sham_Male_2-U1,Hepatocytes,tnfa_nfkb_proximal,matched_decoy_N2,60.0,65.0,2261.0,-0.0154498186661773,,,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,tnfa_nfkb_proximal,observed,65.0,70.0,1819.0,-0.0160212314323327,,,0.0003505154439689
2b,7352_liver_sham_Male_2-U1,Hepatocytes,tnfa_nfkb_proximal,matched_decoy_N2,65.0,70.0,1638.0,-0.015772210001304,,,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,tnfa_nfkb_proximal,observed,70.0,75.0,1283.0,-0.016290943090622,,,0.0004332385778183
2b,7352_liver_sham_Male_2-U1,Hepatocytes,tnfa_nfkb_proximal,matched_decoy_N2,70.0,75.0,1135.0,-0.0152991630173346,,,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,tnfa_nfkb_proximal,observed,75.0,80.0,925.0,-0.0161329837456995,,,0.0005007548585581
2b,7352_liver_sham_Male_2-U1,Hepatocytes,tnfa_nfkb_proximal,matched_decoy_N2,75.0,80.0,842.0,-0.0160631472372317,,,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,tnfa_nfkb_proximal,observed,80.0,85.0,581.0,-0.0158825129211481,,,0.0006590539071943
2b,7352_liver_sham_Male_2-U1,Hepatocytes,tnfa_nfkb_proximal,matched_decoy_N2,80.0,85.0,541.0,-0.0159237153157222,,,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,tnfa_nfkb_proximal,observed,85.0,90.0,416.0,-0.0161394712042343,,,0.000712797332969
2b,7352_liver_sham_Male_2-U1,Hepatocytes,tnfa_nfkb_proximal,matched_decoy_N2,85.0,90.0,368.0,-0.0154576902064629,,,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,tnfa_nfkb_proximal,observed,90.0,95.0,247.0,-0.0154909311331794,,,0.000950573551326
2b,7352_liver_sham_Male_2-U1,Hepatocytes,tnfa_nfkb_proximal,matched_decoy_N2,90.0,95.0,234.0,-0.0164276068492491,,,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,tnfa_nfkb_proximal,observed,95.0,100.0,184.0,-0.0183910869474224,,,0.0010515050053614
2b,7352_liver_sham_Male_2-U1,Hepatocytes,tnfa_nfkb_proximal,matched_decoy_N2,95.0,100.0,367.0,-0.015187356951399,,,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3,0.0,5.0,,-0.0159070820144052,-0.0171289496827142,-0.0146141267278393,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3,5.0,10.0,,-0.0159129640105364,-0.0168305335191119,-0.0148261752427698,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3,10.0,15.0,,-0.0159172365493542,-0.0167716152567907,-0.0150094974717666,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3,15.0,20.0,,-0.0159334359539005,-0.0167159029828919,-0.0150865211778653,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3,20.0,25.0,,-0.0159202374899012,-0.0167564353028963,-0.0150721410746869,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3,25.0,30.0,,-0.0159389583309167,-0.0166794701225447,-0.0150270023073338,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3,30.0,35.0,,-0.0159070691418189,-0.0166731766120595,-0.0150137536602632,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3,35.0,40.0,,-0.0159296643802558,-0.0167893912317451,-0.0150944316904909,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3,40.0,45.0,,-0.0159231985979823,-0.0167499946146103,-0.0150324704692718,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3,45.0,50.0,,-0.0158983833614303,-0.0167471592811098,-0.0149264151027065,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3,50.0,55.0,,-0.0159081491436335,-0.0168178268309234,-0.0149135753399999,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3,55.0,60.0,,-0.0159026227063852,-0.0168442343450442,-0.0147830035002607,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3,60.0,65.0,,-0.0159041983441868,-0.0169387035659401,-0.0147111157948803,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3,65.0,70.0,,-0.0159085201407031,-0.0169557025018037,-0.0147234265998201,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3,70.0,75.0,,-0.0159420381097693,-0.017069169966622,-0.0146717594669467,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3,75.0,80.0,,-0.0158743826910486,-0.017145380344192,-0.0145360710204967,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3,80.0,85.0,,-0.0159308977983471,-0.0173343408082297,-0.0144684315682142,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3,85.0,90.0,,-0.015904268908479,-0.0173382567398218,-0.0143701227563961,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3,90.0,95.0,,-0.0159183184890123,-0.0176580200117772,-0.0140911183373935,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3,95.0,100.0,,-0.0158385630351078,-0.0175350078239381,-0.0143914097044954,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_snap,0.0,5.0,,-0.0160021910023054,-0.0169166326317398,-0.0150377768600003,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_snap,5.0,10.0,,-0.0149005305553571,-0.0162090007865249,-0.0133342022788167,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_snap,10.0,15.0,,-0.0159199562325442,-0.0167534568165913,-0.0150317689797689,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_snap,15.0,20.0,,-0.0159962285003437,-0.0167049289475066,-0.015175699351673,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_snap,20.0,25.0,,-0.0158742161542255,-0.0166532228862718,-0.0149919605267875,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_snap,25.0,30.0,,-0.0159285372720259,-0.0167318969045695,-0.0150545441808915,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_snap,30.0,35.0,,-0.0159113543042962,-0.0167098319745368,-0.0150741161116953,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_snap,35.0,40.0,,-0.0159267929295277,-0.0167153198948294,-0.0150154011307348,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_snap,40.0,45.0,,-0.0159205511098096,-0.0167500870297874,-0.0149855576253381,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_snap,45.0,50.0,,-0.0158553072444117,-0.0167316159183195,-0.014920914367229,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_snap,50.0,55.0,,-0.0158686001610204,-0.0167853756502071,-0.0149351964994136,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_snap,55.0,60.0,,-0.0158697426012892,-0.0168303760028821,-0.0148147375500076,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_snap,60.0,65.0,,-0.0158303846485886,-0.0168663245700296,-0.0147022884413705,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_snap,65.0,70.0,,-0.0158462278630896,-0.0169070574220564,-0.0146430577735806,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_snap,70.0,75.0,,-0.0158626244205518,-0.0169455749204955,-0.0146146067929279,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_snap,75.0,80.0,,-0.0158534255130655,-0.017117989739555,-0.0144611281422425,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_snap,80.0,85.0,,-0.0158482771973083,-0.0172340780610534,-0.0144514860758674,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_snap,85.0,90.0,,-0.0158768035757051,-0.0173816615640631,-0.014302151949989,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_snap,90.0,95.0,,-0.0159601293018177,-0.0176523915062427,-0.014258666042918,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_snap,95.0,100.0,,-0.0158904032028285,-0.0175304536379741,-0.0145323852492347,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_occ15,0.0,5.0,,-0.0157398334701429,-0.0167918993899362,-0.0147268657013368,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_occ15,5.0,10.0,,-0.0157669537107439,-0.0163330486161022,-0.015142273457992,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_occ15,10.0,15.0,,-0.0157935310755921,-0.0162947877424829,-0.0152804814352296,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_occ15,15.0,20.0,,-0.0158064777097517,-0.0162323844102955,-0.0153905867986514,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_occ15,20.0,25.0,,-0.0158376347967214,-0.0162758563998785,-0.0153892424187383,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_occ15,25.0,30.0,,-0.015875474291863,-0.0163026284615866,-0.0154301854891916,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_occ15,30.0,35.0,,-0.0158810814686421,-0.0162805323280785,-0.0154274263057168,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_occ15,35.0,40.0,,-0.015922018595511,-0.0164045652931823,-0.0154424648480195,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_occ15,40.0,45.0,,-0.0159516646653018,-0.0163932008865818,-0.0154294397902853,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_occ15,45.0,50.0,,-0.0159749467247538,-0.0164249345835057,-0.0154087608910946,
