panel,section,celltype,module,series,bin_lo,bin_hi,n,value,lo,hi,sem
2b,7352_liver_sham_Male_2-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,55.0,60.0,3015.0,0.0158788756199699,,,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,secondary_senescence,observed,60.0,65.0,2344.0,0.0147608319123194,,,0.0003273423975442
2b,7352_liver_sham_Male_2-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,60.0,65.0,2261.0,0.0154973816948262,,,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,secondary_senescence,observed,65.0,70.0,1819.0,0.0157177954840174,,,0.0003814209684656
2b,7352_liver_sham_Male_2-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,65.0,70.0,1638.0,0.015847417580841,,,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,secondary_senescence,observed,70.0,75.0,1283.0,0.0156327747447486,,,0.0004631428831492
2b,7352_liver_sham_Male_2-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,70.0,75.0,1135.0,0.0156537092392041,,,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,secondary_senescence,observed,75.0,80.0,925.0,0.0154695783580167,,,0.0005346316512688
2b,7352_liver_sham_Male_2-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,75.0,80.0,842.0,0.0159145011889763,,,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,secondary_senescence,observed,80.0,85.0,581.0,0.015170017222055,,,0.0007048277101379
2b,7352_liver_sham_Male_2-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,80.0,85.0,541.0,0.0162065619648633,,,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,secondary_senescence,observed,85.0,90.0,416.0,0.0152596875035267,,,0.0007143313270417
2b,7352_liver_sham_Male_2-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,85.0,90.0,368.0,0.0156576630049585,,,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,secondary_senescence,observed,90.0,95.0,247.0,0.0152922267179562,,,0.0009105968997836
2b,7352_liver_sham_Male_2-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,90.0,95.0,234.0,0.0147116667580214,,,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,secondary_senescence,observed,95.0,100.0,184.0,0.014908423905146,,,0.0010590729272775
2b,7352_liver_sham_Male_2-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,95.0,100.0,367.0,0.0145618256394959,,,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,secondary_senescence,null_N3,0.0,5.0,,0.015371680472769,0.0137951168044259,0.0169959998226157,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,secondary_senescence,null_N3,5.0,10.0,,0.0153688938193535,0.0142030016771061,0.016622716464382,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,secondary_senescence,null_N3,10.0,15.0,,0.0153622358177729,0.0143362555005086,0.0166155330762507,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,secondary_senescence,null_N3,15.0,20.0,,0.0153509072570173,0.0143558993058004,0.0165981213788181,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,secondary_senescence,null_N3,20.0,25.0,,0.0153578070599714,0.0144056577267114,0.016636383150312,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,secondary_senescence,null_N3,25.0,30.0,,0.015351185135625,0.0144023470857928,0.0166277774019223,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,secondary_senescence,null_N3,30.0,35.0,,0.0153528281455796,0.0143654798575912,0.0166141533452984,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,secondary_senescence,null_N3,35.0,40.0,,0.0153492296800054,0.0143716670830137,0.0166497794806879,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,secondary_senescence,null_N3,40.0,45.0,,0.0153542410376594,0.0143703186198316,0.0166448635787854,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,secondary_senescence,null_N3,45.0,50.0,,0.0153646953322656,0.0143280277576515,0.0166469421802127,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,secondary_senescence,null_N3,50.0,55.0,,0.0153862327122181,0.0143304431058401,0.0166652062463321,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,secondary_senescence,null_N3,55.0,60.0,,0.0153702307868125,0.0141981176609135,0.016709020244776,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,secondary_senescence,null_N3,60.0,65.0,,0.0153827025101946,0.0141610738314771,0.0167541783808937,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,secondary_senescence,null_N3,65.0,70.0,,0.0153678232892372,0.01411760380465,0.0167882488051902,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,secondary_senescence,null_N3,70.0,75.0,,0.0153838042688224,0.0139493337136607,0.0168691956715249,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,secondary_senescence,null_N3,75.0,80.0,,0.0153851842882239,0.0139078973396424,0.0168745356928188,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,secondary_senescence,null_N3,80.0,85.0,,0.0154214791317261,0.0136798333434856,0.0170655464026599,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,secondary_senescence,null_N3,85.0,90.0,,0.0153783420892771,0.0135254598975825,0.0171055051071993,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,secondary_senescence,null_N3,90.0,95.0,,0.015450069304422,0.0135573802411391,0.0172339228495935,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,secondary_senescence,null_N3,95.0,100.0,,0.0153230770945859,0.0118596385039798,0.0171220617522074,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,secondary_senescence,null_N3_snap,0.0,5.0,,0.0154669490785928,0.0143276149100158,0.0166794937290666,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,secondary_senescence,null_N3_snap,5.0,10.0,,0.01533415525098,0.0135858778238861,0.0172742709547651,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,secondary_senescence,null_N3_snap,10.0,15.0,,0.0153645798723951,0.0143488601961985,0.016711613603971,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,secondary_senescence,null_N3_snap,15.0,20.0,,0.015282485531368,0.0143118123239009,0.0166379680680159,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,secondary_senescence,null_N3_snap,20.0,25.0,,0.0153395874445141,0.0143405232960974,0.0165332151071993,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,secondary_senescence,null_N3_snap,25.0,30.0,,0.0152822872716475,0.0143109034420025,0.0165908979538621,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,secondary_senescence,null_N3_snap,30.0,35.0,,0.0153444163179102,0.0143118426094639,0.0165807557044105,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,secondary_senescence,null_N3_snap,35.0,40.0,,0.015358961097596,0.0143353586061741,0.01660074450303,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,secondary_senescence,null_N3_snap,40.0,45.0,,0.0153369246826073,0.0143592600419727,0.0166183571781441,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,secondary_senescence,null_N3_snap,45.0,50.0,,0.0153807857915367,0.014359110779672,0.0165819026061038,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,secondary_senescence,null_N3_snap,50.0,55.0,,0.0154003662236252,0.0143386139437388,0.0166663761093469,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,secondary_senescence,null_N3_snap,55.0,60.0,,0.0153730341052908,0.0142199843203922,0.0166463030992886,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,secondary_senescence,null_N3_snap,60.0,65.0,,0.0154656984275055,0.0142180565480984,0.016765028844108,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,secondary_senescence,null_N3_snap,65.0,70.0,,0.0153842576418206,0.0141084601953602,0.0166175237016332,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,secondary_senescence,null_N3_snap,70.0,75.0,,0.0154210511115546,0.0139760308324115,0.0168674571817152,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,secondary_senescence,null_N3_snap,75.0,80.0,,0.0154051036111093,0.0140106052493679,0.0168586975019927,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,secondary_senescence,null_N3_snap,80.0,85.0,,0.0153830122138433,0.0136936028713374,0.0169865263480816,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,secondary_senescence,null_N3_snap,85.0,90.0,,0.0153710699598308,0.013458604896942,0.0171512792131944,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,secondary_senescence,null_N3_snap,90.0,95.0,,0.0153317203862416,0.0134504558515129,0.0172085368526184,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,secondary_senescence,null_N3_snap,95.0,100.0,,0.0153457934981021,0.0116715675166847,0.0171994569149338,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,secondary_senescence,null_N3_occ15,0.0,5.0,,0.0157926311783962,0.0146867631166076,0.0169540401493502,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,secondary_senescence,null_N3_occ15,5.0,10.0,,0.0157843804426902,0.015020224800283,0.0166499715986613,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,secondary_senescence,null_N3_occ15,10.0,15.0,,0.0157484774314193,0.015080560035605,0.0165723578283847,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,secondary_senescence,null_N3_occ15,15.0,20.0,,0.015760119616647,0.0151903936571428,0.0165152473882196,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,secondary_senescence,null_N3_occ15,20.0,25.0,,0.0157185090920223,0.0151171109986608,0.0165058463122579,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,secondary_senescence,null_N3_occ15,25.0,30.0,,0.0157089049714749,0.0151056929352514,0.016465891697794,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,secondary_senescence,null_N3_occ15,30.0,35.0,,0.0156779496374917,0.0151060386271422,0.0164194246125804,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,secondary_senescence,null_N3_occ15,35.0,40.0,,0.0156502415990725,0.0150216454174078,0.0163687640178327,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,secondary_senescence,null_N3_occ15,40.0,45.0,,0.0156180920495356,0.0149889598426178,0.0163642530283386,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,secondary_senescence,null_N3_occ15,45.0,50.0,,0.0155857752302116,0.0149266285122297,0.0164156712374959,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,secondary_senescence,null_N3_occ15,50.0,55.0,,0.0155711085635644,0.0149156448176235,0.0163138744037612,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,secondary_senescence,null_N3_occ15,55.0,60.0,,0.0154956649130574,0.0148112424343193,0.0162648679114853,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,secondary_senescence,null_N3_occ15,60.0,65.0,,0.0154580776537554,0.0147080192895436,0.0163868799247396,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,secondary_senescence,null_N3_occ15,65.0,70.0,,0.0154049634937192,0.014532893413509,0.0164257139595045,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,secondary_senescence,null_N3_occ15,70.0,75.0,,0.015257974552249,0.0142758605620239,0.0162539272471756,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,secondary_senescence,null_N3_occ15,75.0,80.0,,0.0151258012269348,0.0139351773261167,0.0163909229915037,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,secondary_senescence,null_N3_occ15,80.0,85.0,,0.0149579078984098,0.0135392186944751,0.0164382330788933,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,secondary_senescence,null_N3_occ15,85.0,90.0,,0.0147075189538375,0.012951956011901,0.0166549437208966,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,secondary_senescence,null_N3_occ15,90.0,95.0,,0.014359222343918,0.01206402411318,0.0167806730394903,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,secondary_senescence,null_N3_occ15,95.0,100.0,,0.0123693995703087,0.008249991440007,0.016068306834397,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,secondary_senescence,observed,0.0,5.0,5.0,0.0054820000004838,,,0.006260404027832
2b,7435_liver_sham_Male_10-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,0.0,5.0,4420.0,0.017980366515609,,,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,secondary_senescence,observed,5.0,10.0,1112.0,0.0175725719386719,,,0.0005751768740779
2b,7435_liver_sham_Male_10-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,5.0,10.0,957.0,0.0180563114053472,,,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,secondary_senescence,observed,10.0,15.0,5560.0,0.0175685755492169,,,0.0002365129582223
2b,7435_liver_sham_Male_10-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,10.0,15.0,5210.0,0.0183063800374201,,,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,secondary_senescence,observed,15.0,20.0,7683.0,0.0180083456973418,,,0.0001930623928496
2b,7435_liver_sham_Male_10-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,15.0,20.0,7422.0,0.0178154675409096,,,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,secondary_senescence,observed,20.0,25.0,8032.0,0.0178854855558485,,,0.0001878516157537
2b,7435_liver_sham_Male_10-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,20.0,25.0,7682.0,0.0181320385358173,,,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,secondary_senescence,observed,25.0,30.0,7985.0,0.0179117482618748,,,0.0001859737814595
2b,7435_liver_sham_Male_10-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,25.0,30.0,7624.0,0.0180352964334066,,,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,secondary_senescence,observed,30.0,35.0,8230.0,0.0178564629477712,,,0.0001846615425198
2b,7435_liver_sham_Male_10-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,30.0,35.0,7861.0,0.0181391336888048,,,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,secondary_senescence,observed,35.0,40.0,7801.0,0.0182070132077321,,,0.0001869641126457
2b,7435_liver_sham_Male_10-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,35.0,40.0,7413.0,0.0181706313271271,,,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,secondary_senescence,observed,40.0,45.0,7230.0,0.018342102355953,,,0.0001941629937473
2b,7435_liver_sham_Male_10-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,40.0,45.0,6792.0,0.017933613073286,,,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,secondary_senescence,observed,45.0,50.0,6301.0,0.0183940866537687,,,0.000208359191589
2b,7435_liver_sham_Male_10-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,45.0,50.0,6041.0,0.018397371285426,,,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,secondary_senescence,observed,50.0,55.0,5514.0,0.0178021617803258,,,0.0002251688640681
2b,7435_liver_sham_Male_10-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,50.0,55.0,5164.0,0.0179212819515941,,,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,secondary_senescence,observed,55.0,60.0,4722.0,0.0182377700245675,,,0.000239142328487
2b,7435_liver_sham_Male_10-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,55.0,60.0,4362.0,0.0178680673991892,,,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,secondary_senescence,observed,60.0,65.0,3740.0,0.0184370481285509,,,0.0002659405790015
2b,7435_liver_sham_Male_10-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,60.0,65.0,3448.0,0.0180010208774682,,,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,secondary_senescence,observed,65.0,70.0,2969.0,0.0188003031252782,,,0.0002926502877689
2b,7435_liver_sham_Male_10-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,65.0,70.0,2686.0,0.0180825204865601,,,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,secondary_senescence,observed,70.0,75.0,2202.0,0.0181190780896344,,,0.0003469093467631
2b,7435_liver_sham_Male_10-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,70.0,75.0,2004.0,0.0177612275542969,,,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,secondary_senescence,observed,75.0,80.0,1693.0,0.0179904548042823,,,0.0003963387958688
2b,7435_liver_sham_Male_10-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,75.0,80.0,1452.0,0.0179704752128635,,,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,secondary_senescence,observed,80.0,85.0,1198.0,0.0176520200335632,,,0.0004643156832428
2b,7435_liver_sham_Male_10-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,80.0,85.0,1028.0,0.0191291244787395,,,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,secondary_senescence,observed,85.0,90.0,787.0,0.0182779669255336,,,0.0005851442273604
2b,7435_liver_sham_Male_10-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,85.0,90.0,735.0,0.0184496326951183,,,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,secondary_senescence,observed,90.0,95.0,541.0,0.0181663031280835,,,0.0006763909384514
2b,7435_liver_sham_Male_10-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,90.0,95.0,492.0,0.0181191666737933,,,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,secondary_senescence,observed,95.0,100.0,406.0,0.0176109852632695,,,0.0008245014290392
2b,7435_liver_sham_Male_10-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,95.0,100.0,918.0,0.0167566448636695,,,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,secondary_senescence,null_N3,0.0,5.0,,0.0180255263228629,0.0164053342713985,0.0195185313873851,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,secondary_senescence,null_N3,5.0,10.0,,0.0180155458581121,0.0166942680480816,0.0190954625094822,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,secondary_senescence,null_N3,10.0,15.0,,0.0180166634821877,0.016839325285188,0.0189741093330969,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,secondary_senescence,null_N3,15.0,20.0,,0.0180250483664059,0.0168094864106002,0.0189213518989395,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,secondary_senescence,null_N3,20.0,25.0,,0.0180222071775629,0.0168532114033754,0.0189803373744171,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,secondary_senescence,null_N3,25.0,30.0,,0.018030430363147,0.0168495805649424,0.0189104233884281,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,secondary_senescence,null_N3,30.0,35.0,,0.018025437482649,0.016856012246931,0.0189734067398297,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,secondary_senescence,null_N3,35.0,40.0,,0.0180236696245683,0.0169118098477984,0.0189586867870249,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,secondary_senescence,null_N3,40.0,45.0,,0.0180125176418552,0.0168688534146028,0.0189743842420342,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,secondary_senescence,null_N3,45.0,50.0,,0.0180242288943032,0.0169561880490707,0.0189902222332854,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,secondary_senescence,null_N3,50.0,55.0,,0.0180143359958174,0.0169196314222121,0.0190000230981737,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,secondary_senescence,null_N3,55.0,60.0,,0.018025712871459,0.0168965790145942,0.0191037348476284,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,secondary_senescence,null_N3,60.0,65.0,,0.0180370988337047,0.0168922987063835,0.019159610420341,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,secondary_senescence,null_N3,65.0,70.0,,0.0180138947234166,0.0169556799665622,0.0191943849725604,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,secondary_senescence,null_N3,70.0,75.0,,0.018038577677374,0.0169003812309046,0.0191787527486614,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,secondary_senescence,null_N3,75.0,80.0,,0.018038019343778,0.0168606525657118,0.0192789360130857,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,secondary_senescence,null_N3,80.0,85.0,,0.0180717407254727,0.0167864026495442,0.0194474294109281,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,secondary_senescence,null_N3,85.0,90.0,,0.0180145307519189,0.0165466055823034,0.0194934988927599,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,secondary_senescence,null_N3,90.0,95.0,,0.0180884024976419,0.016519312100275,0.0197156449519022,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,secondary_senescence,null_N3,95.0,100.0,,0.0178756299379014,0.0150290342469122,0.0201055204969184,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,secondary_senescence,null_N3_snap,0.0,5.0,,0.0180067206861795,0.0169538569826921,0.0189444628439206,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,secondary_senescence,null_N3_snap,5.0,10.0,,0.0181629680401007,0.0162163783016915,0.0199379104226307,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,secondary_senescence,null_N3_snap,10.0,15.0,,0.0181474299768111,0.0168735235170243,0.0191047421138728,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,secondary_senescence,null_N3_snap,15.0,20.0,,0.0179738629398858,0.016802915994239,0.0188733607863938,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,secondary_senescence,null_N3_snap,20.0,25.0,,0.0179736930630696,0.0168329222271447,0.0188801980183807,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,secondary_senescence,null_N3_snap,25.0,30.0,,0.0180463610431737,0.0168929494468139,0.0189059244008369,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,secondary_senescence,null_N3_snap,30.0,35.0,,0.0179735167780245,0.0168535854918566,0.0188560620443318,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,secondary_senescence,null_N3_snap,35.0,40.0,,0.0180269950137745,0.016873849186367,0.0189612339373405,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,secondary_senescence,null_N3_snap,40.0,45.0,,0.0180353109678357,0.0169065102826151,0.0190136979588165,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,secondary_senescence,null_N3_snap,45.0,50.0,,0.0180426992084534,0.0169255273289952,0.0190074099886756,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,secondary_senescence,null_N3_snap,50.0,55.0,,0.0180396443622489,0.0169932821565161,0.018953749493295,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,secondary_senescence,null_N3_snap,55.0,60.0,,0.0180667654130322,0.0169818309569252,0.019036303300084,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,secondary_senescence,null_N3_snap,60.0,65.0,,0.0180581330751405,0.0169432093582445,0.0191362697073393,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,secondary_senescence,null_N3_snap,65.0,70.0,,0.0180773909530377,0.0170764363833177,0.0191150598980181,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,secondary_senescence,null_N3_snap,70.0,75.0,,0.0180353218360134,0.0168747643674638,0.0192182358457552,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,secondary_senescence,null_N3_snap,75.0,80.0,,0.0180867568648007,0.0168343543118313,0.0192536930091298,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,secondary_senescence,null_N3_snap,80.0,85.0,,0.0180981054167087,0.0168668306355662,0.0193621001250884,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,secondary_senescence,null_N3_snap,85.0,90.0,,0.0181105232489513,0.0167299625581377,0.0195762900250306,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,secondary_senescence,null_N3_snap,90.0,95.0,,0.0180370394237568,0.0164341163894252,0.019680936189729,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,secondary_senescence,null_N3_snap,95.0,100.0,,0.0178417671835031,0.0150196014343947,0.0200551216643458,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,secondary_senescence,null_N3_occ15,0.0,5.0,,0.0184363351508747,0.0174415337334662,0.0194649827626184,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,secondary_senescence,null_N3_occ15,5.0,10.0,,0.0184476659820159,0.0177596646851416,0.0190868964820844,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,secondary_senescence,null_N3_occ15,10.0,15.0,,0.0184561788887516,0.0179398163791781,0.018956791987227,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,secondary_senescence,null_N3_occ15,15.0,20.0,,0.0184281460308162,0.0180015088439469,0.0188611988477952,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,secondary_senescence,null_N3_occ15,20.0,25.0,,0.0184130049482302,0.0179164495774395,0.0188384473640138,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,secondary_senescence,null_N3_occ15,25.0,30.0,,0.0183878276465417,0.0179889626632397,0.0187901809101906,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,secondary_senescence,null_N3_occ15,30.0,35.0,,0.0183961494963195,0.0179893350387571,0.0188128203815483,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,secondary_senescence,null_N3_occ15,35.0,40.0,,0.0183628593092042,0.0179255728955924,0.0187969723032746,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,secondary_senescence,null_N3_occ15,40.0,45.0,,0.018303812743898,0.0178595129113469,0.0187456396325755,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,secondary_senescence,null_N3_occ15,45.0,50.0,,0.0182742829174947,0.0177997007528877,0.0187863068025243,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,secondary_senescence,null_N3_occ15,50.0,55.0,,0.0182392601469686,0.017739301927976,0.0187486733407368,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,secondary_senescence,null_N3_occ15,55.0,60.0,,0.0181772920875236,0.0176614133937308,0.0187191174600226,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,secondary_senescence,null_N3_occ15,60.0,65.0,,0.0180900564882017,0.0174673855885942,0.0186857177640737,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,secondary_senescence,null_N3_occ15,65.0,70.0,,0.018021996128685,0.0173702048294725,0.0186754456857881,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,secondary_senescence,null_N3_occ15,70.0,75.0,,0.0179324424626771,0.0171980362756084,0.018721572467128,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,secondary_senescence,null_N3_occ15,75.0,80.0,,0.0178592347127237,0.0169305965341837,0.0187532297051594,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,secondary_senescence,null_N3_occ15,80.0,85.0,,0.0176966056654112,0.0166251549120417,0.0187404910721703,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,secondary_senescence,null_N3_occ15,85.0,90.0,,0.0174448887309865,0.0162171990608907,0.0185697402394578,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,secondary_senescence,null_N3_occ15,90.0,95.0,,0.0172681963097493,0.0158443945331015,0.0188071947132414,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,secondary_senescence,null_N3_occ15,95.0,100.0,,0.0152154296243962,0.0131473190889076,0.0169041767540721,
