section,arm,week,call,null,scope,n_senders,n_cells,occ_frac_bbox,tissue_frac_bbox,n_solid_tiles,tile_cell_coverage,tile_sender_coverage,real_median_nbrs,null_median_nbrs,frac_retaining_a_neighbour,frac_in_occupancy,median_displacement_um,n_admissible_moves,n_candidate_moves
7260_liver_sbr_Male_26-U1,sbr,26,tierA_p95,N3_tile,solid tiles,5227,202016,0.6555,0.7051,15,0.57,0.59,177.0,167.6,0.998670365410369,0.9369810598813851,465.96066932899714,,
7260_liver_sbr_Male_26-U1,sbr,26,tierA_p95,N3_occ,whole section,8860,202016,0.6555,0.7051,15,0.57,0.59,169.0,170.0,0.9997121896162529,0.9669356659142213,21.338834764831844,6.0,90168.0
7260_liver_sbr_Male_26-U1,sbr,26,tierA_p95,N3_occ15,whole section,8860,202016,0.6555,0.7051,15,0.57,0.59,169.0,157.025,0.9653555304740404,0.8711681715575621,299.9941529508057,922.0,90168.0
7260_liver_sbr_Male_26-U1,sbr,26,tierA_p95,N3_swap,whole section,8860,202016,0.6555,0.7051,15,0.57,0.59,169.0,168.1,1.0,1.0,3233.7905038659324,,
7260_liver_sbr_Male_26-U1,sbr,26,tierA_p95,N3_snap,whole section,8860,202016,0.6555,0.7051,15,0.57,0.59,169.0,138.1,1.0,1.0,2751.501755914149,,
7260_liver_sbr_Male_26-U1,sbr,26,tierA_p95,N4_orig,whole section,8860,202016,0.6555,0.7051,15,0.57,0.59,169.0,151.2,0.9192776523702033,0.8242607223476298,2914.991951018884,,
7260_liver_sbr_Male_26-U1,sbr,26,tierA_p95,N4_tile,solid tiles,5227,202016,0.6555,0.7051,15,0.57,0.59,177.0,168.0,0.998823416873924,0.9353166252152286,619.0974778500706,,
7260_liver_sbr_Male_26-U1,sbr,26,tierA_p95,N4_occ,whole section,8860,202016,0.6555,0.7051,15,0.57,0.59,169.0,170.0,0.9997234762979683,0.9856433408577878,9.622791180312396,3.0,720.0
7260_liver_sbr_Male_26-U1,sbr,26,tierA_p95,N4_occ15,whole section,8860,202016,0.6555,0.7051,15,0.57,0.59,169.0,160.75,0.980079006772009,0.8959650112866818,258.4431931328331,57.0,720.0
7260_liver_sbr_Male_26-U1,sbr,26,tierA_p95,N4_swap,whole section,8860,202016,0.6555,0.7051,15,0.57,0.59,169.0,151.05,1.0,1.0,2979.9610783973503,,
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,N3_orig,whole section,6895,165961,0.6441,0.7347,20,0.5808,0.5774,105.0,87.0,0.7856997824510514,0.639876722262509,3390.4152677161646,,
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,N3_tile,solid tiles,3981,165961,0.6441,0.7347,20,0.5808,0.5774,107.0,100.85,1.0,0.8806706857573474,478.3076377903741,,
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,N3_occ,whole section,6895,165961,0.6441,0.7347,20,0.5808,0.5774,105.0,106.0,1.0,1.0,0.0,1.0,108375.0
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,N3_occ15,whole section,6895,165961,0.6441,0.7347,20,0.5808,0.5774,105.0,101.8,0.9956562726613489,0.8644525018129079,120.82270616350839,179.0,108375.0
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,N3_swap,whole section,6895,165961,0.6441,0.7347,20,0.5808,0.5774,105.0,109.1,1.0,1.0,3655.2554978117187,,
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,N3_snap,whole section,6895,165961,0.6441,0.7347,20,0.5808,0.5774,105.0,90.45,1.0,1.0,3100.0725807403414,,
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,N4_orig,whole section,6895,165961,0.6441,0.7347,20,0.5808,0.5774,105.0,95.15,0.9197751994198695,0.781464829586657,3572.5768347087396,,
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,N4_tile,solid tiles,3981,165961,0.6441,0.7347,20,0.5808,0.5774,107.0,100.8,1.0,0.8787364983672443,566.7798960704512,,
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,N4_occ,whole section,6895,165961,0.6441,0.7347,20,0.5808,0.5774,105.0,106.0,1.0,1.0,0.0,1.0,720.0
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,N4_occ15,whole section,6895,165961,0.6441,0.7347,20,0.5808,0.5774,105.0,102.3,0.9929659173313997,0.8923930384336476,129.6877665702169,20.0,720.0
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,N4_swap,whole section,6895,165961,0.6441,0.7347,20,0.5808,0.5774,105.0,93.8,1.0,1.0,4218.143048155839,,
7248_liver_sham_Male_26-U1,sham,26,tierA_p95,N3_orig,whole section,9725,224921,0.784,0.8579,23,0.6205,0.6188,138.0,121.15,0.9159897172236503,0.7861696658097685,2979.1516086434735,,
7248_liver_sham_Male_26-U1,sham,26,tierA_p95,N3_tile,solid tiles,6018,224921,0.784,0.8579,23,0.6205,0.6188,137.0,132.0,0.9990528414755732,0.9272100365569956,512.818460432178,,
7248_liver_sham_Male_26-U1,sham,26,tierA_p95,N3_occ,whole section,9725,224921,0.784,0.8579,23,0.6205,0.6188,138.0,138.65,0.999120822622108,0.9596658097686375,29.963203435596427,9.0,99224.0
7248_liver_sham_Male_26-U1,sham,26,tierA_p95,N3_occ15,whole section,9725,224921,0.784,0.8579,23,0.6205,0.6188,138.0,130.45,0.9744730077120822,0.8733881748071981,340.632225338971,1028.0,99224.0
7248_liver_sham_Male_26-U1,sham,26,tierA_p95,N3_swap,whole section,9725,224921,0.784,0.8579,23,0.6205,0.6188,138.0,135.6,1.0,1.0,3797.6781252572973,,
7248_liver_sham_Male_26-U1,sham,26,tierA_p95,N3_snap,whole section,9725,224921,0.784,0.8579,23,0.6205,0.6188,138.0,121.5,1.0,1.0,3695.8897105954698,,
7248_liver_sham_Male_26-U1,sham,26,tierA_p95,N4_orig,whole section,9725,224921,0.784,0.8579,23,0.6205,0.6188,138.0,122.35,0.9433213367609256,0.8198714652956298,3449.885801593841,,
7248_liver_sham_Male_26-U1,sham,26,tierA_p95,N4_tile,solid tiles,6018,224921,0.784,0.8579,23,0.6205,0.6188,137.0,132.425,0.9995098039215685,0.9294948487869725,567.17225204974,,
7248_liver_sham_Male_26-U1,sham,26,tierA_p95,N4_occ,whole section,9725,224921,0.784,0.8579,23,0.6205,0.6188,138.0,139.0,0.9993933161953729,0.9739434447300773,18.247741941052247,3.0,720.0
7248_liver_sham_Male_26-U1,sham,26,tierA_p95,N4_occ15,whole section,9725,224921,0.784,0.8579,23,0.6205,0.6188,138.0,131.8,0.9783290488431877,0.8871516709511568,281.2701461088952,43.0,720.0
7248_liver_sham_Male_26-U1,sham,26,tierA_p95,N4_swap,whole section,9725,224921,0.784,0.8579,23,0.6205,0.6188,138.0,125.4,1.0,1.0,2910.705508265869,,
7352_liver_sham_Male_2-U1,sham,2,tierA_p95,N3_orig,whole section,6097,139378,0.6199,0.6576,14,0.6923,0.6669,142.0,115.2,0.7294243070362473,0.6305478103985567,2528.1821537283704,,
7352_liver_sham_Male_2-U1,sham,2,tierA_p95,N3_tile,solid tiles,4066,139378,0.6199,0.6576,14,0.6923,0.6669,149.0,146.25,1.0,0.9558042302016725,532.5806352032444,,
7352_liver_sham_Male_2-U1,sham,2,tierA_p95,N3_occ,whole section,6097,139378,0.6199,0.6576,14,0.6923,0.6669,142.0,142.95,0.9998277841561425,0.963760865999672,26.64213562373095,10.0,74178.0
7352_liver_sham_Male_2-U1,sham,2,tierA_p95,N3_occ15,whole section,6097,139378,0.6199,0.6576,14,0.6923,0.6669,142.0,135.7,0.9735771690995572,0.8880597014925373,298.6389923991642,1082.0,74178.0
7352_liver_sham_Male_2-U1,sham,2,tierA_p95,N3_swap,whole section,6097,139378,0.6199,0.6576,14,0.6923,0.6669,142.0,149.2,1.0,1.0,2878.2941651212395,,
7352_liver_sham_Male_2-U1,sham,2,tierA_p95,N3_snap,whole section,6097,139378,0.6199,0.6576,14,0.6923,0.6669,142.0,113.75,1.0,1.0,2928.0238064431483,,
7352_liver_sham_Male_2-U1,sham,2,tierA_p95,N4_orig,whole section,6097,139378,0.6199,0.6576,14,0.6923,0.6669,142.0,131.05,0.8704280793833034,0.7785550270624897,2939.00312492183,,
7352_liver_sham_Male_2-U1,sham,2,tierA_p95,N4_tile,solid tiles,4066,139378,0.6199,0.6576,14,0.6923,0.6669,149.0,145.725,1.0,0.9568248893261192,638.0036218349942,,
7352_liver_sham_Male_2-U1,sham,2,tierA_p95,N4_occ,whole section,6097,139378,0.6199,0.6576,14,0.6923,0.6669,142.0,142.65,0.9999425947187142,0.9628915860259145,31.12558919668944,5.0,720.0
7352_liver_sham_Male_2-U1,sham,2,tierA_p95,N4_occ15,whole section,6097,139378,0.6199,0.6576,14,0.6923,0.6669,142.0,135.1,0.9591356404789242,0.8778005576513038,359.35036221198453,52.0,720.0
7352_liver_sham_Male_2-U1,sham,2,tierA_p95,N4_swap,whole section,6097,139378,0.6199,0.6576,14,0.6923,0.6669,142.0,130.65,1.0,1.0,2980.2848461091667,,
7435_liver_sham_Male_10-U1,sham,10,tierA_p95,N3_orig,whole section,6960,172218,0.6622,0.6951,17,0.6062,0.5981,130.0,118.225,0.7399281609195404,0.6422844827586206,3301.176655093678,,
7435_liver_sham_Male_10-U1,sham,10,tierA_p95,N3_tile,solid tiles,4163,172218,0.6622,0.6951,17,0.6062,0.5981,132.0,132.2,1.0,0.9650252221955322,434.1783602335261,,
7435_liver_sham_Male_10-U1,sham,10,tierA_p95,N3_occ,whole section,6960,172218,0.6622,0.6951,17,0.6062,0.5981,130.0,131.0,0.9999066091954022,0.9613218390804598,31.419453642639326,12.0,95571.0
7435_liver_sham_Male_10-U1,sham,10,tierA_p95,N3_occ15,whole section,6960,172218,0.6622,0.6951,17,0.6062,0.5981,130.0,128.7,0.9601652298850576,0.8838649425287356,483.61033466942064,2374.0,95571.0
7435_liver_sham_Male_10-U1,sham,10,tierA_p95,N3_swap,whole section,6960,172218,0.6622,0.6951,17,0.6062,0.5981,130.0,132.85,1.0,1.0,3247.9132381443546,,
7435_liver_sham_Male_10-U1,sham,10,tierA_p95,N3_snap,whole section,6960,172218,0.6622,0.6951,17,0.6062,0.5981,130.0,118.55,1.0,1.0,3026.970141054844,,
7435_liver_sham_Male_10-U1,sham,10,tierA_p95,N4_orig,whole section,6960,172218,0.6622,0.6951,17,0.6062,0.5981,130.0,128.3,0.936544540229885,0.8607183908045977,3525.179940950333,,
7435_liver_sham_Male_10-U1,sham,10,tierA_p95,N4_tile,solid tiles,4163,172218,0.6622,0.6951,17,0.6062,0.5981,132.0,132.15,1.0,0.9655777083833774,532.8733463241703,,
7435_liver_sham_Male_10-U1,sham,10,tierA_p95,N4_occ,whole section,6960,172218,0.6622,0.6951,17,0.6062,0.5981,130.0,131.0,0.999683908045977,0.9663721264367815,34.9377828048775,7.0,720.0
7435_liver_sham_Male_10-U1,sham,10,tierA_p95,N4_occ15,whole section,6960,172218,0.6622,0.6951,17,0.6062,0.5981,130.0,128.6,0.9592313218390803,0.8886925287356322,3263.8170955598534,442.0,720.0
7435_liver_sham_Male_10-U1,sham,10,tierA_p95,N4_swap,whole section,6960,172218,0.6622,0.6951,17,0.6062,0.5981,130.0,128.275,1.0,1.0,3368.3655285315835,,
