section,arm,week,call,celltype,module,bin_lo,bin_hi,n,mean_obs,sem_obs,n_decoy,mean_decoy
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,Biliary/ductular,oxidative_stress,80.0,85.0,265.0,0.06825339625576371,0.003791852787309,299.0,0.0756964883496471
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,Biliary/ductular,oxidative_stress,85.0,90.0,191.0,0.07111717239863372,0.004245804152924915,207.0,0.07009285011447984
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,Biliary/ductular,oxidative_stress,90.0,95.0,132.0,0.07278401505600689,0.005702597601702843,165.0,0.08316600001328907
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,Biliary/ductular,oxidative_stress,95.0,100.0,102.0,0.07829343108032309,0.006372028705710238,393.0,0.07750175564122415
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,Biliary/ductular,secondary_senescence,0.0,5.0,227.0,0.04790070494416371,0.0019080887789561488,1315.0,0.05072633459427456
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,Biliary/ductular,secondary_senescence,5.0,10.0,2014.0,0.050865089402064724,0.0006379427886298773,1847.0,0.05028684353848023
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,Biliary/ductular,secondary_senescence,10.0,15.0,1902.0,0.050975152494240825,0.0006376338613844278,1824.0,0.050166096461335304
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,Biliary/ductular,secondary_senescence,15.0,20.0,1841.0,0.048847990217920904,0.0006377105611660972,1643.0,0.04922757151687778
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,Biliary/ductular,secondary_senescence,20.0,25.0,1896.0,0.048692995798574515,0.0006328329779073347,1733.0,0.0491107732346225
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,Biliary/ductular,secondary_senescence,25.0,30.0,2009.0,0.04871955700686237,0.0005996200555349494,1759.0,0.04864794207596989
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,Biliary/ductular,secondary_senescence,30.0,35.0,1898.0,0.04896400944744336,0.0006380189683976188,1742.0,0.047553547710591046
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,Biliary/ductular,secondary_senescence,35.0,40.0,1829.0,0.049317277169356695,0.000641735345518592,1650.0,0.04947155147396684
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,Biliary/ductular,secondary_senescence,40.0,45.0,1542.0,0.047100058381702996,0.0006703355355105025,1593.0,0.04913377275118308
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,Biliary/ductular,secondary_senescence,45.0,50.0,1396.0,0.048488051579369494,0.0007282717588516283,1381.0,0.048115611848649674
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,Biliary/ductular,secondary_senescence,50.0,55.0,1252.0,0.04606161347487977,0.0007333568092013228,1110.0,0.04851146852081067
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,Biliary/ductular,secondary_senescence,55.0,60.0,978.0,0.04741001018917401,0.0008867322182881667,906.0,0.048740916162200575
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,Biliary/ductular,secondary_senescence,60.0,65.0,830.0,0.04791765064164135,0.0009705006717260491,702.0,0.046328603995354
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,Biliary/ductular,secondary_senescence,65.0,70.0,644.0,0.04626324533695291,0.001052142818708265,667.0,0.04684302843373228
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,Biliary/ductular,secondary_senescence,70.0,75.0,516.0,0.04695009695185508,0.0011817527299183054,474.0,0.04396761615692101
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,Biliary/ductular,secondary_senescence,75.0,80.0,358.0,0.04857122908117426,0.0014820933473301881,412.0,0.045552160131442136
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,Biliary/ductular,secondary_senescence,80.0,85.0,265.0,0.047544528416111925,0.0016915697120788468,299.0,0.04490140475329622
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,Biliary/ductular,secondary_senescence,85.0,90.0,191.0,0.04927324596426757,0.0019870319289140397,207.0,0.04837806774517026
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,Biliary/ductular,secondary_senescence,90.0,95.0,132.0,0.04796037863530783,0.002504736619804285,165.0,0.04355678785077268
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,Biliary/ductular,secondary_senescence,95.0,100.0,102.0,0.0475994118944215,0.0025775970696641634,393.0,0.046874936281125185
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,Biliary/ductular,tnfa_nfkb_proximal,0.0,5.0,227.0,0.009009823746075223,0.002224847035717727,1315.0,0.005525627381005855
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,Biliary/ductular,tnfa_nfkb_proximal,5.0,10.0,2014.0,0.0073015193808553015,0.0007434790261488975,1847.0,0.008672073610729391
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,Biliary/ductular,tnfa_nfkb_proximal,10.0,15.0,1902.0,0.006134563587136666,0.000759487162985913,1824.0,0.006196825640783668
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,Biliary/ductular,tnfa_nfkb_proximal,15.0,20.0,1841.0,0.006307838151867646,0.0007731011397806834,1643.0,0.005286122951004711
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,Biliary/ductular,tnfa_nfkb_proximal,20.0,25.0,1896.0,0.004502784822915397,0.0007366375818443612,1733.0,0.004359094066610713
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,Biliary/ductular,tnfa_nfkb_proximal,25.0,30.0,2009.0,0.0037865405556848654,0.0007068845918866432,1759.0,0.004268686766577867
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,Biliary/ductular,tnfa_nfkb_proximal,30.0,35.0,1898.0,0.004296406738333743,0.0007372294048137555,1742.0,0.003518312306608019
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,Biliary/ductular,tnfa_nfkb_proximal,35.0,40.0,1829.0,0.004509289190470314,0.0007748407276007849,1650.0,0.0037288060452291658
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,Biliary/ductular,tnfa_nfkb_proximal,40.0,45.0,1542.0,0.003558599223870213,0.000799804947432096,1593.0,0.005712015062818639
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,Biliary/ductular,tnfa_nfkb_proximal,45.0,50.0,1396.0,0.0027663108764883148,0.0008289208727389936,1381.0,0.002361404778373488
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,Biliary/ductular,tnfa_nfkb_proximal,50.0,55.0,1252.0,0.0016980031997458408,0.0008517578016600081,1110.0,0.004185405349208677
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,Biliary/ductular,tnfa_nfkb_proximal,55.0,60.0,978.0,0.0020995910426102778,0.0009724616495185754,906.0,0.003435353209874697
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,Biliary/ductular,tnfa_nfkb_proximal,60.0,65.0,830.0,0.004352204825062724,0.001147099830170365,702.0,0.0029437749483952206
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,Biliary/ductular,tnfa_nfkb_proximal,65.0,70.0,644.0,0.003774114868212101,0.0012427146767178285,667.0,0.002496416829295601
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,Biliary/ductular,tnfa_nfkb_proximal,70.0,75.0,516.0,0.001990484448180878,0.001336096416778033,474.0,-0.0005889451322640648
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,Biliary/ductular,tnfa_nfkb_proximal,75.0,80.0,358.0,0.0042569274232770295,0.0016670886343438198,412.0,0.0013191504641212111
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,Biliary/ductular,tnfa_nfkb_proximal,80.0,85.0,265.0,0.003909849098643051,0.0020181618804148036,299.0,0.0010500669216778617
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,Biliary/ductular,tnfa_nfkb_proximal,85.0,90.0,191.0,0.004941832510000509,0.0023708786518214483,207.0,0.003375459043843366
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,Biliary/ductular,tnfa_nfkb_proximal,90.0,95.0,132.0,0.006405606177974154,0.002918304925444048,165.0,0.0027479393082709674
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,Biliary/ductular,tnfa_nfkb_proximal,95.0,100.0,102.0,0.003124509786407454,0.0033892262900555525,393.0,0.004192468124538371
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,downstream_arrest,0.0,5.0,23.0,0.03334608710492435,0.006184896053105742,188.0,0.041851436217179884
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,downstream_arrest,5.0,10.0,261.0,0.04603812255613618,0.0024578405800100606,257.0,0.0416770038269809
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,downstream_arrest,10.0,15.0,306.0,0.0391727778225056,0.00204688833116621,262.0,0.04157393120257237
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,downstream_arrest,15.0,20.0,288.0,0.04181954857429244,0.002380671772586069,251.0,0.038324501963964926
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,downstream_arrest,20.0,25.0,244.0,0.04169196714285702,0.0027382174165752507,277.0,0.04092772559339301
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,downstream_arrest,25.0,30.0,273.0,0.040604835110584325,0.0023042219443290077,244.0,0.03535118851177089
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,downstream_arrest,30.0,35.0,272.0,0.04066022057336608,0.0020994087396462966,269.0,0.03573866166027486
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,downstream_arrest,35.0,40.0,257.0,0.0330173541386152,0.0020116690492596677,253.0,0.043812331995809924
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,downstream_arrest,40.0,45.0,213.0,0.04008145540861955,0.00268580709300988,205.0,0.04198156108067473
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,downstream_arrest,45.0,50.0,193.0,0.042246580345874626,0.0028357246891124455,153.0,0.042239999982377735
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,downstream_arrest,50.0,55.0,165.0,0.037023878908560924,0.002775417864650266,141.0,0.03769198585782986
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,downstream_arrest,55.0,60.0,129.0,0.04039596912497113,0.003216641359042471,117.0,0.04628564118214636
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,downstream_arrest,60.0,65.0,95.0,0.040244841972660074,0.0036318341444691407,81.0,0.03883395062178879
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,downstream_arrest,65.0,70.0,86.0,0.04702418609177098,0.0042725242173772575,87.0,0.03723114961131018
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,downstream_arrest,70.0,75.0,84.0,0.02994952385363701,0.003698872608364544,72.0,0.035493055558617925
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,downstream_arrest,75.0,80.0,69.0,0.04087275341642427,0.004706272521703217,57.0,0.03198122814820524
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,downstream_arrest,80.0,85.0,49.0,0.03187224469996979,0.0049127264941705604,56.0,0.04390000001564788
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,downstream_arrest,85.0,90.0,37.0,0.041088918595247576,0.006528650136251835,26.0,0.03626230783545627
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,downstream_arrest,90.0,95.0,26.0,0.04358461584286907,0.008505024240295096,22.0,0.034935909397476775
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,downstream_arrest,95.0,100.0,22.0,0.033582727213136175,0.004557255536835376,74.0,0.04461540517434981
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,emt_ecm,0.0,5.0,23.0,0.05435173927158441,0.009895463339590897,188.0,0.06268585119997101
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,emt_ecm,5.0,10.0,261.0,0.06571770104212986,0.00366564330074402,257.0,0.06988284073847958
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,emt_ecm,10.0,15.0,306.0,0.06849689545112769,0.003584629527710625,262.0,0.062168587920003134
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,emt_ecm,15.0,20.0,288.0,0.056612361460338434,0.003421735726828597,251.0,0.07254916345014188
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,emt_ecm,20.0,25.0,244.0,0.057596434686095814,0.003771455899250712,277.0,0.05986111899024625
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,emt_ecm,25.0,30.0,273.0,0.06590619064377529,0.0034942172342695955,244.0,0.05651000000442928
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,emt_ecm,30.0,35.0,272.0,0.06236055137710269,0.0034333813071052506,269.0,0.057073197138866195
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,emt_ecm,35.0,40.0,257.0,0.05676887183079173,0.0037291229172637537,253.0,0.0506183794280192
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,emt_ecm,40.0,45.0,213.0,0.05699314559898541,0.004339866659115587,205.0,0.0564803417053687
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,emt_ecm,45.0,50.0,193.0,0.05141072542529669,0.004280007426447716,153.0,0.05403352933955319
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,emt_ecm,50.0,55.0,165.0,0.05945503005165268,0.004501648457055376,141.0,0.06432347478903788
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,emt_ecm,55.0,60.0,129.0,0.048880154932844595,0.005095464111971167,117.0,0.0640469237698245
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,emt_ecm,60.0,65.0,95.0,0.0498989474181527,0.006118978188297739,81.0,0.04014444450221174
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,emt_ecm,65.0,70.0,86.0,0.053456511872354895,0.006256833513058189,87.0,0.050201264373628936
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,emt_ecm,70.0,75.0,84.0,0.05099690464391772,0.00577542084169685,72.0,0.050456249699992545
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,emt_ecm,75.0,80.0,69.0,0.044384492542662156,0.006769334520450973,57.0,0.0505452632266832
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,emt_ecm,80.0,85.0,49.0,0.05336040794036864,0.008509440928081686,56.0,0.050210893076057674
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,emt_ecm,85.0,90.0,37.0,0.06479108134344397,0.010202117878205061,26.0,0.0559423071009895
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,emt_ecm,90.0,95.0,26.0,0.0507242303664008,0.01218639076179183,22.0,0.054208636422779156
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,emt_ecm,95.0,100.0,22.0,0.04809545470528643,0.01581785742481371,74.0,0.037053243131644244
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,il6_jak_stat3,0.0,5.0,23.0,0.03622652140810438,0.00938568071406908,188.0,0.04063994670472544
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,il6_jak_stat3,5.0,10.0,261.0,0.03977613018533943,0.003195631373240775,257.0,0.04208778214445229
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,il6_jak_stat3,10.0,15.0,306.0,0.04193663383457712,0.002677516337602765,262.0,0.040979580057052656
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,il6_jak_stat3,15.0,20.0,288.0,0.03555531226553891,0.0029741085734544246,251.0,0.038579840609324685
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,il6_jak_stat3,20.0,25.0,244.0,0.03706381133553328,0.0032475601413693273,277.0,0.030405451308907303
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,il6_jak_stat3,25.0,30.0,273.0,0.028608827784070284,0.002870861493944025,244.0,0.037042991626116954
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,il6_jak_stat3,30.0,35.0,272.0,0.039191654468916516,0.0030065896057309793,269.0,0.03328765793780313
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,il6_jak_stat3,35.0,40.0,257.0,0.02891474705033642,0.0031641454568532377,253.0,0.027531304401721714
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,il6_jak_stat3,40.0,45.0,213.0,0.03378178410595113,0.003114048534394103,205.0,0.03358053642966807
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,il6_jak_stat3,45.0,50.0,193.0,0.02913088091981472,0.0035258362138147854,153.0,0.027570195758207003
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,il6_jak_stat3,50.0,55.0,165.0,0.032298848465804685,0.003994612187269418,141.0,0.03503113489161272
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,il6_jak_stat3,55.0,60.0,129.0,0.023603333490124594,0.004264408057370292,117.0,0.024348119969910577
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,il6_jak_stat3,60.0,65.0,95.0,0.02617778980087391,0.005190477396117474,81.0,0.029376419664958468
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,il6_jak_stat3,65.0,70.0,86.0,0.029658837019882794,0.005719673466338303,87.0,0.025406551452342892
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,il6_jak_stat3,70.0,75.0,84.0,0.02902488106615021,0.005046817151896054,72.0,0.022227083470271383
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,il6_jak_stat3,75.0,80.0,69.0,0.032658985556116786,0.004846536389172245,57.0,0.041671929822896664
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,il6_jak_stat3,80.0,85.0,49.0,0.040237550794774174,0.006156628183314986,56.0,0.037318750085043054
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,il6_jak_stat3,85.0,90.0,37.0,0.02750027076832044,0.006137973065564619,26.0,0.0263084618625446
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,il6_jak_stat3,90.0,95.0,26.0,0.04453461505293559,0.008531598109879907,22.0,0.03344454510476102
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,il6_jak_stat3,95.0,100.0,22.0,0.04523863638116216,0.011639538486607625,74.0,0.02800621626414107
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,interferon_response,0.0,5.0,23.0,0.06329565297852716,0.010379054888722214,188.0,0.06746643638650718
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,interferon_response,5.0,10.0,261.0,0.06953555574797636,0.0031140395698357206,257.0,0.0675812451533995
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,interferon_response,10.0,15.0,306.0,0.06384604574845772,0.0025853370239344426,262.0,0.07025194665255338
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,interferon_response,15.0,20.0,288.0,0.0654962847727221,0.002715947398792288,251.0,0.06256322695141618
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,interferon_response,20.0,25.0,244.0,0.06779827862216034,0.003271278894775473,277.0,0.05780740063498805
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,interferon_response,25.0,30.0,273.0,0.06527282044311965,0.002906638091152728,244.0,0.06477881143476479
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,interferon_response,30.0,35.0,272.0,0.06196908075884601,0.00300854323398383,269.0,0.0649426766561506
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,interferon_response,35.0,40.0,257.0,0.056863035015403546,0.0025669338401384527,253.0,0.0576550593091683
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,interferon_response,40.0,45.0,213.0,0.06406230042374829,0.002927946736916912,205.0,0.06022068304435645
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,interferon_response,45.0,50.0,193.0,0.06061544040141994,0.0035779065492739766,153.0,0.06056098033143059
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,interferon_response,50.0,55.0,165.0,0.05768012094847632,0.003133369808690163,141.0,0.05962836843026069
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,interferon_response,55.0,60.0,129.0,0.05310620169869133,0.0037330678612921882,117.0,0.059071880568746224
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,interferon_response,60.0,65.0,95.0,0.0555579999657838,0.0049215116742668845,81.0,0.06347555545213299
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,interferon_response,65.0,70.0,86.0,0.0597523256112973,0.004331616002463233,87.0,0.052614942694486966
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,interferon_response,70.0,75.0,84.0,0.06161035729261736,0.004929292690772145,72.0,0.053008055597375564
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,interferon_response,75.0,80.0,69.0,0.06332260866959889,0.00434301965019153,57.0,0.06972298242576551
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,interferon_response,80.0,85.0,49.0,0.06025285748004609,0.005926273935109344,56.0,0.060363571429791464
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,interferon_response,85.0,90.0,37.0,0.05532405465350461,0.007292849033978748,26.0,0.06313307697956379
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,interferon_response,90.0,95.0,26.0,0.06683653824102993,0.008328722577627358,22.0,0.07319727218286558
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,interferon_response,95.0,100.0,22.0,0.052388636374168775,0.0086218564485195,74.0,0.0579790541574963
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,oxidative_stress,0.0,5.0,23.0,0.08915695734322071,0.012905511566382531,188.0,0.08509015976813587
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,oxidative_stress,5.0,10.0,261.0,0.08496942544504073,0.004424668104881297,257.0,0.08939182891461506
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,oxidative_stress,10.0,15.0,306.0,0.09514480352440158,0.004300329926784473,262.0,0.09578664126034599
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,oxidative_stress,15.0,20.0,288.0,0.09120937531702111,0.004332946487124593,251.0,0.09261111534929711
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,oxidative_stress,20.0,25.0,244.0,0.11516241852879204,0.0048308873654615515,277.0,0.10222837499457173
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,oxidative_stress,25.0,30.0,273.0,0.09349989035804739,0.004162648256005767,244.0,0.10328516429557358
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,oxidative_stress,30.0,35.0,272.0,0.09253036764601026,0.004681056334673301,269.0,0.10602557653861253
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,oxidative_stress,35.0,40.0,257.0,0.10299622529034108,0.004397170490288849,253.0,0.10064363643884099
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,oxidative_stress,40.0,45.0,213.0,0.10408018738197539,0.005300935234437242,205.0,0.09863239027355321
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,oxidative_stress,45.0,50.0,193.0,0.10654829005551539,0.005021613231453835,153.0,0.10040477108593811
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,oxidative_stress,50.0,55.0,165.0,0.10331951506915643,0.00575799560887673,141.0,0.09977460960966554
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,oxidative_stress,55.0,60.0,129.0,0.11240821747946762,0.005924896563757307,117.0,0.09980059877380283
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,oxidative_stress,60.0,65.0,95.0,0.09536494758580566,0.00787877402758067,81.0,0.10122135752398106
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,oxidative_stress,65.0,70.0,86.0,0.10026220985699098,0.009215661596993018,87.0,0.09762620668183884
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,oxidative_stress,70.0,75.0,84.0,0.10316511845199525,0.008179164091635839,72.0,0.10232583362893719
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,oxidative_stress,75.0,80.0,69.0,0.09656289868913862,0.009395501242248881,57.0,0.11485403549873777
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,oxidative_stress,80.0,85.0,49.0,0.09478857146804126,0.010078054609697759,56.0,0.10970500008261297
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,oxidative_stress,85.0,90.0,37.0,0.1080127023128994,0.011486036818293022,26.0,0.11826307695502272
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,oxidative_stress,90.0,95.0,26.0,0.12557461530153746,0.017446542886391893,22.0,0.08562545460484795
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,oxidative_stress,95.0,100.0,22.0,0.08339636387642134,0.013863991747098386,74.0,0.1088759457421917
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,secondary_senescence,0.0,5.0,23.0,0.02080739134133024,0.006721387428828284,188.0,0.023193564006741073
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,secondary_senescence,5.0,10.0,261.0,0.025886858145456465,0.002071303458384581,257.0,0.027483190639300773
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,secondary_senescence,10.0,15.0,306.0,0.028599379108212447,0.0017440718038764901,262.0,0.026371984712811512
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,secondary_senescence,15.0,20.0,288.0,0.02481701394047933,0.0017991981775092633,251.0,0.023734183203400226
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,secondary_senescence,20.0,25.0,244.0,0.02543561485564154,0.0020834769933756442,277.0,0.02661119124407736
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,secondary_senescence,25.0,30.0,273.0,0.026714432242602764,0.0018796917274300825,244.0,0.023546024575345475
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,secondary_senescence,30.0,35.0,272.0,0.02777459557121213,0.001804306694260021,269.0,0.025670148771019592
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,secondary_senescence,35.0,40.0,257.0,0.02309070037454113,0.001920666275736865,253.0,0.022745612634759094
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,secondary_senescence,40.0,45.0,213.0,0.02550248823119349,0.0021779787973896098,205.0,0.025811463283806495
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,secondary_senescence,45.0,50.0,193.0,0.017797150239867155,0.00221139250129505,153.0,0.02335666655584218
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,secondary_senescence,50.0,55.0,165.0,0.023230605915710894,0.002511738751447451,141.0,0.027793262415385562
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,secondary_senescence,55.0,60.0,129.0,0.019360852623611053,0.0028135056982956223,117.0,0.026904359023319557
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,secondary_senescence,60.0,65.0,95.0,0.02382642106202088,0.003144617618961079,81.0,0.018520864059273327
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,secondary_senescence,65.0,70.0,86.0,0.020313953237006032,0.003591630620908027,87.0,0.017675747036808118
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,secondary_senescence,70.0,75.0,84.0,0.01781964285847997,0.0033680433684328067,72.0,0.019191666706723884
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,secondary_senescence,75.0,80.0,69.0,0.021616231954649793,0.0038657156933295505,57.0,0.02259666675174805
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,secondary_senescence,80.0,85.0,49.0,0.023990612194341208,0.0039041245690380074,56.0,0.017696250148998973
7001_liver_sham_Male_52-U1,sham,52,tierA_p95,DC,secondary_senescence,85.0,90.0,37.0,0.01609972991050076,0.004583615618165963,26.0,0.017244615090581086
