section,arm,week,call,null,scope,n_senders,n_cells,occ_frac_bbox,tissue_frac_bbox,n_solid_tiles,tile_cell_coverage,tile_sender_coverage,real_median_nbrs,null_median_nbrs,frac_retaining_a_neighbour,frac_in_occupancy,median_displacement_um,n_admissible_moves,n_candidate_moves
SPLN24,?,,tierAmg_p95,N4_tile,solid tiles,8759,393202,0.7091,0.7183,7,0.5288,0.5314,671.0,645.9,1.0,0.9936693686493892,698.5764446639489,,
SPLN24,?,,tierAmg_p95,N4_occ,whole section,16482,393202,0.7091,0.7183,7,0.5288,0.5314,639.0,634.3,0.9967358330299723,0.9766745540589733,85.73519941488911,25.0,720.0
SPLN24,?,,tierAmg_p95,N4_occ15,whole section,16482,393202,0.7091,0.7183,7,0.5288,0.5314,639.0,611.5,0.9568104598956438,0.9162480281519232,2056.9389044221607,188.0,720.0
SPLN24,?,,tierAmg_p95,N4_swap,whole section,16482,393202,0.7091,0.7183,7,0.5288,0.5314,639.0,584.55,1.0,1.0,2141.8878595308097,,
SPLN30,?,,tierAmg_p95,N3_orig,whole section,11688,291577,0.6085,0.6353,9,0.5529,0.5726,394.0,238.7,0.6983016769336071,0.5804457563312799,2734.6967025221356,,
SPLN30,?,,tierAmg_p95,N3_tile,solid tiles,6692,291577,0.6085,0.6353,9,0.5529,0.5726,395.0,371.5,1.0,0.987888523610281,544.204561350322,,
SPLN30,?,,tierAmg_p95,N3_occ,whole section,11688,291577,0.6085,0.6353,9,0.5529,0.5726,394.0,388.075,0.999152977412731,0.9655116358658452,81.99031830250071,76.0,61383.0
SPLN30,?,,tierAmg_p95,N3_occ15,whole section,11688,291577,0.6085,0.6353,9,0.5529,0.5726,394.0,365.8,0.9638475359342914,0.9013689253935662,279.49619177064994,1016.0,61383.0
SPLN30,?,,tierAmg_p95,N3_swap,whole section,11688,291577,0.6085,0.6353,9,0.5529,0.5726,394.0,389.7,1.0,1.0,2561.5162857204946,,
SPLN30,?,,tierAmg_p95,N3_snap,whole section,11688,291577,0.6085,0.6353,9,0.5529,0.5726,394.0,288.875,1.0,1.0,2358.87258106219,,
SPLN30,?,,tierAmg_p95,N4_orig,whole section,11688,291577,0.6085,0.6353,9,0.5529,0.5726,394.0,348.95,0.9230107802874743,0.8285677618069816,1862.2204506684666,,
SPLN30,?,,tierAmg_p95,N4_tile,solid tiles,6692,291577,0.6085,0.6353,9,0.5529,0.5726,395.0,375.1,1.0,0.9904961147638973,577.9679564658958,,
SPLN30,?,,tierAmg_p95,N4_occ,whole section,11688,291577,0.6085,0.6353,9,0.5529,0.5726,394.0,389.125,0.999157255304586,0.9707221081451062,68.3684578185036,14.0,720.0
SPLN30,?,,tierAmg_p95,N4_occ15,whole section,11688,291577,0.6085,0.6353,9,0.5529,0.5726,394.0,364.65,0.9606990075290895,0.897895277207392,384.11399899955353,76.0,720.0
SPLN30,?,,tierAmg_p95,N4_swap,whole section,11688,291577,0.6085,0.6353,9,0.5529,0.5726,394.0,348.05,1.0,1.0,2505.585685291279,,
SPLN43,?,,tierAmg_p95,N3_orig,whole section,10378,270472,0.6679,0.6984,6,0.4688,0.4943,491.0,401.825,0.8118809019078821,0.7076459818847562,2183.3833734422383,,
SPLN43,?,,tierAmg_p95,N3_tile,solid tiles,5130,270472,0.6679,0.6984,6,0.4688,0.4943,502.0,482.65,0.9999122807017544,0.9645419103313838,579.7776062980109,,
SPLN43,?,,tierAmg_p95,N3_occ,whole section,10378,270472,0.6679,0.6984,6,0.4688,0.4943,491.0,487.8,0.99870398920794,0.9648728078627865,93.4712753681897,86.0,42427.0
SPLN43,?,,tierAmg_p95,N3_occ15,whole section,10378,270472,0.6679,0.6984,6,0.4688,0.4943,491.0,469.3,0.9543939101946426,0.8887887839660822,419.84564586434306,1918.0,42427.0
SPLN43,?,,tierAmg_p95,N3_swap,whole section,10378,270472,0.6679,0.6984,6,0.4688,0.4943,491.0,494.7,1.0,1.0,2179.470045022314,,
SPLN43,?,,tierAmg_p95,N3_snap,whole section,10378,270472,0.6679,0.6984,6,0.4688,0.4943,491.0,402.45,1.0,1.0,2007.4365803035005,,
SPLN43,?,,tierAmg_p95,N4_orig,whole section,10378,270472,0.6679,0.6984,6,0.4688,0.4943,491.0,459.6,0.9350019271535942,0.8483956446328772,1776.0678049162802,,
SPLN43,?,,tierAmg_p95,N4_tile,solid tiles,5130,270472,0.6679,0.6984,6,0.4688,0.4943,502.0,485.3,0.9999512670565303,0.970428849902534,509.39521747797943,,
SPLN43,?,,tierAmg_p95,N4_occ,whole section,10378,270472,0.6679,0.6984,6,0.4688,0.4943,491.0,489.45,0.9985690884563502,0.9706349971092696,85.048205989315,20.0,720.0
SPLN43,?,,tierAmg_p95,N4_occ15,whole section,10378,270472,0.6679,0.6984,6,0.4688,0.4943,491.0,468.825,0.9637261514742725,0.8916457891693967,1921.7377072015613,271.0,720.0
SPLN43,?,,tierAmg_p95,N4_swap,whole section,10378,270472,0.6679,0.6984,6,0.4688,0.4943,491.0,461.25,1.0,1.0,2414.9183595921904,,
SPLN44,?,,tierAmg_p95,N3_orig,whole section,12035,299897,0.7789,0.8086,7,0.5307,0.531,495.0,443.3,0.8645700041545492,0.7855878687162442,1838.9748525457285,,
SPLN44,?,,tierAmg_p95,N3_tile,solid tiles,6390,299897,0.7789,0.8086,7,0.5307,0.531,523.0,503.7,0.9924178403755866,0.9789827856025038,531.9115778617019,,
SPLN44,?,,tierAmg_p95,N3_occ,whole section,12035,299897,0.7789,0.8086,7,0.5307,0.531,495.0,491.65,0.9945450768591609,0.965421686746988,103.50566822835643,124.0,40546.0
SPLN44,?,,tierAmg_p95,N3_occ15,whole section,12035,299897,0.7789,0.8086,7,0.5307,0.531,495.0,461.9,0.9201412546738679,0.8642916493560449,911.0332291845077,2603.0,40546.0
SPLN44,?,,tierAmg_p95,N3_swap,whole section,12035,299897,0.7789,0.8086,7,0.5307,0.531,495.0,490.2,1.0,1.0,2252.9542805703945,,
SPLN44,?,,tierAmg_p95,N3_snap,whole section,12035,299897,0.7789,0.8086,7,0.5307,0.531,495.0,435.55,1.0,1.0,2164.818640544822,,
SPLN44,?,,tierAmg_p95,N4_orig,whole section,12035,299897,0.7789,0.8086,7,0.5307,0.531,495.0,465.7,0.9246655587868714,0.8642958039052763,2107.4285595819993,,
SPLN44,?,,tierAmg_p95,N4_tile,solid tiles,6390,299897,0.7789,0.8086,7,0.5307,0.531,523.0,507.7,0.993223787167449,0.9818544600938968,563.9243404623469,,
SPLN44,?,,tierAmg_p95,N4_occ,whole section,12035,299897,0.7789,0.8086,7,0.5307,0.531,495.0,492.85,0.9947486497714998,0.9726672206065642,92.60525033328078,24.0,720.0
SPLN44,?,,tierAmg_p95,N4_occ15,whole section,12035,299897,0.7789,0.8086,7,0.5307,0.531,495.0,469.4,0.9350519318653927,0.8785500623182385,1732.3442159654048,595.0,720.0
SPLN44,?,,tierAmg_p95,N4_swap,whole section,12035,299897,0.7789,0.8086,7,0.5307,0.531,495.0,464.5,1.0,1.0,2105.9316734457857,,
