section,arm,week,band,call,n_cells,area_um2,median_depth,median_nn_um,n_senders,sender_prevalence,sender_density_per_um2,median_d_um,iqr_d_um,p90_d_um,poisson_median_pred_um,obs_over_poisson
SPLN43,?,,in_band,tierA_p90,270472,18386875.0,63.0,5.9786386717101845,18276,0.067570765180869,0.0009939698834086814,14.103430891026775,11.001368544426388,26.778688512314293,14.898796261343781,0.9466154609832037
SPLN43,?,,in_band,tierA_p95,270472,18386875.0,63.0,5.9786386717101845,9138,0.0337853825904345,0.0004969849417043407,19.900445391607406,15.924947450321008,38.095018983003705,21.07007973582594,0.944488375987027
SPLN43,?,,in_band,tierA_p99,270472,18386875.0,63.0,5.9786386717101845,1830,0.006765949894998373,9.952751623100717e-05,44.74207377498422,36.06377225098368,85.84964858310131,47.08322593279565,0.9502763009239622
SPLN43,?,,in_band,cdkn1a_pos,270472,18386875.0,63.0,5.9786386717101845,3866,0.014293531308231536,0.00021025867636561405,31.094119110983673,26.90898506697806,64.03308386301167,32.393720533368736,0.9598810695101742
SPLN43,?,,in_band,senepy_p90,270472,18386875.0,63.0,5.9786386717101845,16908,0.06251294034132923,0.0009195689860294368,17.29404043216386,19.791705805323215,47.06540742425387,15.489793797378578,1.1164797064690832
SPLN43,?,,in_band,senepy_p95,270472,18386875.0,63.0,5.9786386717101845,8455,0.0312601674110444,0.00045983887963560964,26.11531181794568,34.163872160660816,76.81313396934837,21.9045809891332,1.1922306037673769
SPLN43,?,,in_band,senepy_p99,270472,18386875.0,63.0,5.9786386717101845,1692,0.00625573072258866,9.202216254801318e-05,70.81599678949286,109.29027067747755,229.97839627612487,48.96565593680919,1.4462380914672481
SPLN43,?,,in_band,tierAmg_p90,270472,18386875.0,63.0,5.9786386717101845,20755,0.07673622408234494,0.0011287943165981169,13.259054656532474,10.327738367406624,25.151565344668313,13.980747336965285,0.9483795348675927
SPLN43,?,,in_band,tierAmg_p95,270472,18386875.0,63.0,5.9786386717101845,10378,0.03836996066136236,0.0005644243516095041,18.683239486241984,14.905139972241225,35.75222710487507,19.771286200021464,0.9449683392991246
SPLN43,?,,in_band,tierAmg_p99,270472,18386875.0,63.0,5.9786386717101845,2078,0.0076828655091839455,0.00011301539821203984,42.027303254410874,33.95474626376331,80.79035443285345,44.18440228706561,0.9511796262708255
SPLN44,?,,in_band,tierA_p90,299897,20563750.0,134.0,5.8899365738722755,21309,0.07105439534240089,0.0010362409579964744,14.109338300982841,10.816145231434932,26.271933411766188,14.59175123883409,0.9669393392228777
SPLN44,?,,in_band,tierA_p95,299897,20563750.0,134.0,5.8899365738722755,10657,0.03553553386662754,0.0005182420521548842,19.839730081789146,15.662457543813407,37.477584188628754,20.63343190126006,0.9615332135114932
SPLN44,?,,in_band,tierA_p99,299897,20563750.0,134.0,5.8899365738722755,2136,0.0071224453729113665,0.00010387210503920734,44.87989409667971,36.662713956113194,86.64281380764025,46.08804939586486,0.9737859311682316
SPLN44,?,,in_band,cdkn1a_pos,299897,20563750.0,134.0,5.8899365738722755,15756,0.052538038059733845,0.0007662026624521306,17.128563687630024,13.547531891306253,32.87431392630645,16.96937963821475,1.0093806640436516
SPLN44,?,,in_band,senepy_p90,299897,20563750.0,134.0,5.8899365738722755,19899,0.06635278112151839,0.0009676736976475595,15.687371479510876,13.387034507698926,33.71022912816393,15.099874086527038,1.038907436553265
SPLN44,?,,in_band,senepy_p95,299897,20563750.0,134.0,5.8899365738722755,9952,0.03318472675618629,0.0004839584219804267,22.392524117272817,20.525153723547643,49.31893408689247,21.351764374520744,1.048743500747602
SPLN44,?,,in_band,senepy_p99,299897,20563750.0,134.0,5.8899365738722755,1992,0.0066422805163106,9.686949121633944e-05,51.728447896327204,49.117848495909634,112.36600654913468,47.72481843336374,1.0838898835949178
SPLN44,?,,in_band,tierAmg_p90,299897,20563750.0,134.0,5.8899365738722755,24066,0.08024755165940306,0.0011703118351467996,13.340562634066513,10.204769107286273,24.82058962343351,13.730520335167224,0.97159920443059
SPLN44,?,,in_band,tierAmg_p95,299897,20563750.0,134.0,5.8899365738722755,12035,0.04013044478604321,0.0005852531760987174,18.7237498433363,14.810056368662671,35.589703963530766,19.41627455795619,0.9643327708128172
SPLN44,?,,in_band,tierAmg_p99,299897,20563750.0,134.0,5.8899365738722755,2410,0.008036092391721157,0.00011719652300771989,42.45893366085165,35.05701090150529,81.79217313738874,43.38907889169994,0.9785626877867135
